source_display	target	card_type	level	word_class	gender	topic	flelex_word	freq_total
subitement	plötzlich	words	C1	adverb		Allgemein	subitement	0.08
ample	weit	words	C1	adjective		Kleidung & Mode	ample	0.08
la broderie	die Stickerei	words	C1	noun	f	Kleidung & Mode	broderie	0.08
la duchesse	die Herzogin	words	C1	noun	f	Allgemein	duchesse	0.08
la déportation	die Deportation	words	C1	noun	f	Allgemein	déportation	0.08
les gentilshommes	die Edelmänner	words	C1	noun	m	Allgemein	gentilshommes	0.08
le justaucorps	der Body	words	C1	noun	m	Kleidung & Mode	justaucorps	0.08
la lady	die Lady	words	C1	noun	f	Allgemein	lady	0.08
milord	mein Herr	words	C1	noun		Allgemein	milord	0.08
le monarque	der Monarch	words	C1	noun	m	Allgemein	monarque	0.08
la pistole	die Pistole	words	C1	noun	f	Allgemein	pistole	0.08
l'étourneau	der Star	words	C1	noun	m	Tiere & Natur	étourneau	0.08
la maïa	die Maia	words	C1	noun	f	Allgemein	maïa	0.08
la chope	der Krug	words	C1	noun	f	Essen & Trinken	chope	0.07
le craquement	das Knacken	words	C1	noun	m	Allgemein	craquement	0.07
le salaud	der Bastard	words	C1	noun	m	Allgemein	salaud	0.07
attribuable	zuordenbar	words	C1	adjective		Allgemein	attribuable	0.07
brut	roh	words	C1	adjective		Allgemein	brut	0.07
bruxellois	brüsseler	words	C1	adjective		Allgemein	bruxellois	0.07
la complaisance	die Gefälligkeit	words	C1	noun	f	Allgemein	complaisance	0.07
la décongélation	die Auftauung	words	C1	noun	f	Essen & Trinken	décongélation	0.07
indicateur	anzeigend	words	C1	adjective		Allgemein	indicateur	0.07
le léopard	der Leopard	words	C1	noun	m	Tiere & Natur	léopard	0.07
le mille-feuille	die Cremeschnitte	words	C1	noun	m	Essen & Trinken	mille-feuille	0.07
la morgue	die Leichenschauhaus	words	C1	noun	f	Körper & Gesundheit	morgue	0.07
la plaquette	die Plakette	words	C1	noun	f	Allgemein	plaquette	0.07
le prompteur	der Teleprompter	words	C1	noun	m	Medien & Technik	prompteur	0.07
la stérilité	die Sterilität	words	C1	noun	f	Körper & Gesundheit	stérilité	0.07
la vermine	die Schädlinge	words	C1	noun	f	Tiere & Natur	vermine	0.07
l'éléphant	der Elefant	words	C1	noun	m	Tiere & Natur	éléphant	0.07
le gravier	der Kies	words	C1	noun	m	Allgemein	gravier	0.07
lugubre	düster	words	C1	adjective		Allgemein	lugubre	0.07
la massue	der Knüppel	words	C1	noun	f	Allgemein	massue	0.07
narcotiser	narkotisieren	words	C1	verb		Körper & Gesundheit	narcotiser	0.07
la pâleur	die Blässe	words	C1	noun	f	Körper & Gesundheit	pâleur	0.07
le radium	das Radium	words	C1	noun	m	Allgemein	radium	0.07
le travestissement	die Verkleidung	words	C1	noun	m	Allgemein	travestissement	0.07
étrangement	seltsamerweise	words	C1	adverb		Allgemein	étrangement	0.07
le rubis	der Rubin	words	C1	noun	m	Allgemein	rubis	0.07
la toiture	das Dach	words	C1	noun	f	Wohnen & Haus	toiture	0.07
la sophie	die Sophie	words	C1	noun	f	Allgemein	sophie	0.07
défoncer	aufbrechen	words	C1	verb		Allgemein	défoncer	0.07
le fion	der Fion	words	C1	noun	m	Allgemein	fion	0.07
le hareng	der Hering	words	C1	noun	m	Essen & Trinken	hareng	0.07
le natif	der Muttersprachler	words	C1	noun	m	Allgemein	natif	0.07
le plurilinguisme	der Plurilingualismus	words	C1	noun	m	Allgemein	plurilinguisme	0.07
socioprofessionnel	sozioprofessionell	words	C1	adjective		Arbeit & Beruf	socioprofessionnel	0.07
le vidéaste	der Videofilmer	words	C1	noun	m	Medien & Technik	vidéaste	0.07
également	auch	words	C1	verb		Allgemein	égaler	0.07
électro	elektronisch	words	C1	adjective		Allgemein	électro	0.07
le baobab	der Baobab	words	C1	noun	m	Tiere & Natur	baobab	0.07
le déclic	der Klick	words	C1	noun	m	Allgemein	déclic	0.07
majoritaire	mehrheitlich	words	C1	adjective		Allgemein	majoritaire	0.07
pédestre	zu Fuß	words	C1	adjective		Stadt & Verkehr	pédestre	0.07
électriser	elektrisieren	words	C1	verb		Allgemein	électriser	0.07
la farandole	die Farandole	words	C1	noun	f	Freizeit & Hobbys	farandole	0.07
abyssal	abgründig	words	C1	adjective		Allgemein	abyssal	0.07
accréditer	akkreditieren	words	C1	verb		Allgemein	accréditer	0.07
l'acompte	die Anzahlung	words	C1	noun	m	Einkaufen & Geld	acompte	0.07
l'affadissement	die Abflachung	words	C1	noun	m	Allgemein	affadissement	0.07
affligeant	erniedrigend	words	C1	adjective		Gefühle & Charakter	affligeant	0.07
l'agio	das Agio	words	C1	noun	m	Einkaufen & Geld	agio	0.07
l'allergie	die Allergie	words	C1	noun	f	Körper & Gesundheit	allergie	0.07
amèrement	bitter	words	C1	adverb		Allgemein	amèrement	0.07
anecdotique	anekdotisch	words	C1	adjective		Allgemein	anecdotique	0.07
l'antagonisme	der Antagonismus	words	C1	noun	m	Allgemein	antagonisme	0.07
antistatique	antistatisch	words	C1	adjective		Allgemein	antistatique	0.07
apocryphe	apokryph	words	C1	adjective		Allgemein	apocryphe	0.07
l'apothéose	die Apotheose	words	C1	noun	f	Allgemein	apothéose	0.07
l'appelé	der Berufene	words	C1	noun	m	Allgemein	appelé	0.07
l'asservissement	die Versklavung	words	C1	noun	m	Allgemein	asservissement	0.07
l'assistanat	die Assistenz	words	C1	noun	m	Arbeit & Beruf	assistanat	0.07
assombrir	dunkler werden	words	C1	verb		Allgemein	assombrir	0.07
l'astrologie	die Astrologie	words	C1	noun	f	Allgemein	astrologie	0.07
l'astéroïde	der Asteroid	words	C1	noun	m	Allgemein	astéroïde	0.07
atroce	grauenhaft	words	C1	adjective		Allgemein	atroce	0.07
l'aubette	die Wartehalle	words	C1	noun	f	Stadt & Verkehr	aubette	0.07
aucunement	keineswegs	words	C1	adverb		Allgemein	aucunement	0.07
aviver	beleben	words	C1	verb		Allgemein	aviver	0.07
la baise	der Kuss	words	C1	noun	f	Gefühle & Charakter	baise	0.07
le bang	der Knall	words	C1	noun	m	Allgemein	bang	0.07
le basalte	der Basalt	words	C1	noun	m	Allgemein	basalte	0.07
le bibi	der Bibi	words	C1	noun	m	Allgemein	bibi	0.07
binaire	binär	words	C1	noun		Allgemein	binaire	0.07
la biodégradabilité	die biologisch abbaubare	words	C1	noun	f	Allgemein	biodégradabilité	0.07
le bombardement	die Bombardierung	words	C1	noun	m	Allgemein	bombardement	0.07
le booster	der Booster	words	C1	noun	m	Allgemein	booster	0.07
bougonner	murren	words	C1	verb		Allgemein	bougonner	0.07
bourgeoisement	bürgerlich	words	C1	adverb		Allgemein	bourgeoisement	0.07
le brunch	der Brunch	words	C1	noun	m	Essen & Trinken	brunch	0.07
le brushing	der Haarschnitt	words	C1	noun	m	Allgemein	brushing	0.07
bruyamment	laut	words	C1	adverb		Allgemein	bruyamment	0.07
le buis	der Buchsbaum	words	C1	noun	m	Tiere & Natur	buis	0.07
bêtement	dumm	words	C1	adverb		Allgemein	bêtement	0.07
cadencer	takten	words	C1	verb		Allgemein	cadencer	0.07
le calcium	das Calcium	words	C1	noun	n	Körper & Gesundheit	calcium	0.07
le camping-car	das Wohnmobil	words	C1	noun	n	Reisen & Urlaub	camping-car	0.07
la canine	der Eckzahn	words	C1	noun	f	Körper & Gesundheit	canine	0.07
la cantonade	die Seitenlinie	words	C1	noun	f	Allgemein	cantonade	0.07
la capitalisation	die Kapitalisierung	words	C1	noun	f	Allgemein	capitalisation	0.07
le capucin	der Kapuziner	words	C1	noun	m	Allgemein	capucin	0.07
le caravaning	das Caravaning	words	C1	noun	m	Reisen & Urlaub	caravaning	0.07
le caroténoïde	der Carotenoid	words	C1	noun	m	Körper & Gesundheit	caroténoïde	0.07
la carpe	der Karpfen	words	C1	noun	f	Tiere & Natur	carpe	0.07
cartographier	kartografieren	words	C1	verb		Allgemein	cartographier	0.07
la castration	die Kastration	words	C1	noun	f	Körper & Gesundheit	castration	0.07
cercler	umkreisen	words	C1	verb		Allgemein	cercler	0.07
cessant	aufhörend	words	C1	adjective		Allgemein	cessant	0.07
la cessation	die Beendigung	words	C1	noun	f	Allgemein	cessation	0.07
le chaos	das Chaos	words	C1	noun	m	Allgemein	chaos	0.07
le chapelain	der Kaplan	words	C1	noun	m	Allgemein	chapelain	0.07
le chariot	der Wagen	words	C1	noun	m	Allgemein	chariot	0.07
chichement	sparsam	words	C1	adverb		Allgemein	chichement	0.07
le chicon	der Chicorée	words	C1	noun	m	Essen & Trinken	chicon	0.07
le chromo	das Chromo	words	C1	noun	m	Allgemein	chromo	0.07
la chrysalide	die Puppe	words	C1	noun	f	Tiere & Natur	chrysalide	0.07
ciao	hallo	words	C1	interjection		Begrüßung & Höflichkeit	ciao	0.07
le cloporte	der Ohrwurm	words	C1	noun	m	Tiere & Natur	cloporte	0.07
le cochonnet	der Boule	words	C1	noun	m	Freizeit & Hobbys	cochonnet	0.07
le coco	die Kokosnuss	words	C1	noun	m	Essen & Trinken	coco	0.07
le colimaçon	die Schnecke	words	C1	noun	m	Tiere & Natur	colimaçon	0.07
le collage	die Collage	words	C1	noun	m	Allgemein	collage	0.07
complaisant	gefällig	words	C1	adjective		Allgemein	complaisant	0.07
la complexification	die Komplexifizierung	words	C1	noun	f	Allgemein	complexification	0.07
le complies	der Complies	words	C1	noun	m	Allgemein	complies	0.07
comportemental	verhaltens-	words	C1	adjective		Allgemein	comportemental	0.07
la compote	die Apfelmus	words	C1	noun	f	Essen & Trinken	compote	0.07
la connerie	der Blödsinn	words	C1	noun	f	Allgemein	connerie	0.07
consentant	einwilligend	words	C1	adjective		Allgemein	consentant	0.07
le consentement	die Zustimmung	words	C1	noun	m	Allgemein	consentement	0.07
la consonance	die Konsonanz	words	C1	noun	f	Allgemein	consonance	0.07
la contagiosité	die Ansteckungsfähigkeit	words	C1	noun	f	Körper & Gesundheit	contagiosité	0.07
le contempteur	der Verächter	words	C1	noun	m	Allgemein	contempteur	0.07
la coque	die Schale	words	C1	noun	f	Essen & Trinken	coque	0.07
le cormier	der Speierling	words	C1	noun	m	Tiere & Natur	cormier	0.07
le coulis	der Coulis	words	C1	noun	m	Essen & Trinken	coulis	0.07
la couque	die Süßgebäck	words	C1	noun	f	Essen & Trinken	couque	0.07
le coutelier	der Messermacher	words	C1	noun	m	Allgemein	coutelier	0.07
la cramique	die Keramik	words	C1	noun	f	Allgemein	cramique	0.07
le craquelin	der Keks	words	C1	noun	m	Essen & Trinken	craquelin	0.07
le credo	das Credo	words	C1	noun	m	Allgemein	credo	0.07
la croûte	die Kruste	words	C1	noun	f	Essen & Trinken	croûte	0.07
créditeur	gläubig	words	C1	adjective		Allgemein	créditeur	0.07
crépiter	knistern	words	C1	verb		Allgemein	crépiter	0.07
cumulatif	kumulativ	words	C1	adjective		Allgemein	cumulatif	0.07
la cuvée	die Cuvée	words	C1	noun	f	Essen & Trinken	cuvée	0.07
le cône	der Kegel	words	C1	noun	m	Allgemein	cône	0.07
damer	damen	words	C1	verb		Allgemein	damer	0.07
le dancing	der Tanzsaal	words	C1	noun	m	Freizeit & Hobbys	dancing	0.07
la diapo	die Diashow	words	C1	noun	f	Medien & Technik	diapo	0.07
dispos	bereit	words	C1	adjective		Allgemein	dispos	0.07
dissymétrique	dysymmetrisch	words	C1	adjective		Allgemein	dissymétrique	0.07
dix-huitième	achtzehnt	words	C1	adjective		Zahlen & Mengen	dix-huitième	0.07
la doctoresse	die Ärztin	words	C1	noun	f	Körper & Gesundheit	doctoresse	0.07
dompter	zähmen	words	C1	verb		Allgemein	dompter	0.07
la dopamine	die Dopamin	words	C1	noun	f	Körper & Gesundheit	dopamine	0.07
le dormeur	der Schläfer	words	C1	noun	m	Körper & Gesundheit	dormeur	0.07
doser	dosieren	words	C1	verb		Allgemein	doser	0.07
dracher	herunterziehen	words	C1	verb		Allgemein	dracher	0.07
la déambulation	der Spaziergang	words	C1	noun	f	Freizeit & Hobbys	déambulation	0.07
le débouté	der Abgewiesene	words	C1	noun	m	Allgemein	débouté	0.07
débrider	freigeben	words	C1	verb		Allgemein	débrider	0.07
le décimal	das Dezimal	words	C1	noun	m	Allgemein	décimal	0.07
décorner	abbrechen	words	C1	verb		Allgemein	décorner	0.07
décédé	verstorben	words	C1	adjective		Allgemein	décédé	0.07
la dégaine	die Haltung	words	C1	noun	f	Allgemein	dégaine	0.07
la déontologie	die Ethik	words	C1	noun	f	Allgemein	déontologie	0.07
déphaser	phasenverschieben	words	C1	verb		Allgemein	déphaser	0.07
la dépréciation	die Abwertung	words	C1	noun	f	Allgemein	dépréciation	0.07
le désagrément	das Unannehmlichkeit	words	C1	noun	m	Allgemein	désagrément	0.07
déshonorant	ehrenrührig	words	C1	adjective		Allgemein	déshonorant	0.07
désolant	bedauerlich	words	C1	adjective		Allgemein	désolant	0.07
le déséquilibre	das Ungleichgewicht	words	C1	noun	m	Allgemein	déséquilibre	0.07
dévaler	hinunterstürzen	words	C1	verb		Allgemein	dévaler	0.07
dévisser	abschrauben	words	C1	verb		Allgemein	dévisser	0.07
l'emmerdeur	der Nervensäge	words	C1	noun	m	Allgemein	emmerdeur	0.07
l'empathie	die Empathie	words	C1	noun	f	Gefühle & Charakter	empathie	0.07
empathique	empathisch	words	C1	adjective		Gefühle & Charakter	empathique	0.07
encombrant	bulky	words	C1	adjective		Allgemein	encombrant	0.07
l'entre-deux	das Dazwischen	words	C1	noun	n	Allgemein	entre-deux	0.07
entêter	verwirren	words	C1	verb		Allgemein	entêter	0.07
l'esse	das Wesen	words	C1	noun	n	Allgemein	esse	0.07
esthète	ästhetisch	words	C1	adjective		Allgemein	esthète	0.07
estropier	verkrüppeln	words	C1	verb		Allgemein	estropier	0.07
l'ethnocentrisme	der Ethnozentrismus	words	C1	noun	m	Allgemein	ethnocentrisme	0.07
fortuit	zufällig	words	C1	adjective		Allgemein	fortuit	0.07
la fourmilière	das Ameisenhaus	words	C1	noun	f	Tiere & Natur	fourmilière	0.07
frauduleux	betrügerisch	words	C1	adjective		Allgemein	frauduleux	0.07
la fâcherie	der Streit	words	C1	noun	f	Familie & Freunde	fâcherie	0.07
la fécule	die Stärke	words	C1	noun	f	Essen & Trinken	fécule	0.07
fêlé	rissig	words	C1	adjective		Allgemein	fêlé	0.07
galopant	galoppierend	words	C1	adjective		Allgemein	galopant	0.07
gastrique	gastrisch	words	C1	adjective		Körper & Gesundheit	gastrique	0.07
le gaïac	das Guajakholz	words	C1	noun	m	Allgemein	gaïac	0.07
girondin	girondin	words	C1	adjective		Allgemein	girondin	0.07
la glaise	der Ton	words	C1	noun	f	Allgemein	glaise	0.07
grassement	üppig	words	C1	adverb		Allgemein	grassement	0.07
la gravure	die Gravur	words	C1	noun	f	Allgemein	gravure	0.07
gribiche	gribiche	words	C1	adjective		Allgemein	gribiche	0.07
grillager	grillen	words	C1	verb		Essen & Trinken	grillager	0.07
gréco-latin	griechisch-lateinisch	words	C1	adjective		Allgemein	gréco-latin	0.07
gueuler	schreien	words	C1	verb		Allgemein	gueuler	0.07
le halo	der Halo	words	C1	noun	m	Allgemein	halo	0.07
hermétiquement	hermetisch	words	C1	adverb		Allgemein	hermétiquement	0.07
hindou	hinduisch	words	C1	adjective		Allgemein	hindou	0.07
l'homonyme	das Homonym	words	C1	noun	m	Allgemein	homonyme	0.07
la horde	die Horde	words	C1	noun	f	Allgemein	horde	0.07
houspiller	schimpfen	words	C1	verb		Allgemein	houspiller	0.07
le huissier	der Gerichtsvollzieher	words	C1	noun	m	Allgemein	huissier	0.07
l'hygiénisme	die Hygiene	words	C1	noun	m	Körper & Gesundheit	hygiénisme	0.07
l'hère	der Häre	words	C1	noun	m	Allgemein	hère	0.07
idéologiquement	ideologisch	words	C1	adverb		Allgemein	idéologiquement	0.07
l'imprégnation	die Imprägnierung	words	C1	noun	f	Allgemein	imprégnation	0.07
inconsidéré	unüberlegt	words	C1	adjective		Allgemein	inconsidéré	0.07
indigent	bedürftig	words	C1	adjective		Allgemein	indigent	0.07
indu	induzierend	words	C1	adjective		Allgemein	indu	0.07
l'inexécution	die Nichterfüllung	words	C1	noun	f	Allgemein	inexécution	0.07
infructueux	erfolglos	words	C1	adjective		Allgemein	infructueux	0.07
inhospitalier	unfreundlich	words	C1	adjective		Allgemein	inhospitalier	0.07
inox	Edelstahl	words	C1	adjective		Allgemein	inox	0.07
l'insomniaque	der Schlaflose	words	C1	noun	m	Körper & Gesundheit	insomniaque	0.07
instrumentaliser	instrumentalisieren	words	C1	verb		Allgemein	instrumentaliser	0.07
l'intempérie	die Unwetter	words	C1	noun	f	Wetter & Jahreszeiten	intempérie	0.07
interférer	interferieren	words	C1	verb		Allgemein	interférer	0.07
l'internement	die Internierung	words	C1	noun	m	Allgemein	internement	0.07
intracérébral	intrazerebral	words	C1	adjective		Allgemein	intracérébral	0.07
inébranlablement	unerschütterlich	words	C1	adverb		Allgemein	inébranlablement	0.07
irrespirable	unerträglich	words	C1	adjective		Körper & Gesundheit	irrespirable	0.07
l'irritation	die Reizung	words	C1	noun	f	Körper & Gesundheit	irritation	0.07
irrésistiblement	unwiderstehlich	words	C1	adverb		Allgemein	irrésistiblement	0.07
jaser	plaudern	words	C1	verb		Allgemein	jaser	0.07
le jeûne	das Fasten	words	C1	noun	m	Essen & Trinken	jeûne	0.07
jogger	joggen	words	C1	verb		Sport	jogger	0.07
le joint	das Gelenk	words	C1	noun	m	Allgemein	joint	0.07
la jouette	die Spielzeug	words	C1	noun	f	Allgemein	jouette	0.07
la jouissance	die Freude	words	C1	noun	f	Allgemein	jouissance	0.07
le jumelage	die Partnerschaft	words	C1	noun	m	Allgemein	jumelage	0.07
laminer	laminieren	words	C1	verb		Allgemein	laminer	0.07
la lapalissade	die Banalität	words	C1	noun	f	Allgemein	lapalissade	0.07
le lauréat	der Preisträger	words	C1	noun	m	Allgemein	lauréat	0.07
le lest	das Gewicht	words	C1	noun	m	Allgemein	lest	0.07
la lisibilité	die Lesbarkeit	words	C1	noun	f	Allgemein	lisibilité	0.07
la literie	die Bettwäsche	words	C1	noun	f	Wohnen & Haus	literie	0.07
locatif	miet-	words	C1	adjective		Wohnen & Haus	locatif	0.07
la longévité	die Langlebigkeit	words	C1	noun	f	Allgemein	longévité	0.07
la loque	die Lumpen	words	C1	noun	f	Allgemein	loque	0.07
lu	gelesen	words	C1	adjective		Allgemein	lu	0.07
le légumier	der Gemüseverkäufer	words	C1	noun	m	Essen & Trinken	légumier	0.07
les lémuriens	die Lemuren	words	C1	noun	m	Tiere & Natur	lémuriens	0.07
le madrier	der Balken	words	C1	noun	m	Wohnen & Haus	madrier	0.07
la mairesse	die Bürgermeisterin	words	C1	noun	f	Allgemein	mairesse	0.07
malveillant	böswillig	words	C1	adjective		Allgemein	malveillant	0.07
le manichéisme	der Manichäismus	words	C1	noun	m	Allgemein	manichéisme	0.07
le maquisard	der Maquisard	words	C1	noun	m	Allgemein	maquisard	0.07
le marinier	der Schiffer	words	C1	noun	m	Allgemein	marinier	0.07
la marmaille	die Kinder	words	C1	noun	f	Familie & Freunde	marmaille	0.07
la mascarade	die Maskerade	words	C1	noun	f	Allgemein	mascarade	0.07
maussade	mürrisch	words	C1	adjective		Gefühle & Charakter	maussade	0.07
la maxime	die Maxime	words	C1	noun	f	Allgemein	maxime	0.07
la mazarine	die Mazarine	words	C1	noun	f	Allgemein	mazarine	0.07
le maïeur	der Bürgermeister	words	C1	noun	m	Allgemein	maïeur	0.07
meublant	möbelnd	words	C1	adjective		Wohnen & Haus	meublant	0.07
le mimétisme	das Mimetismus	words	C1	noun	m	Allgemein	mimétisme	0.07
la musculature	die Muskulatur	words	C1	noun	f	Körper & Gesundheit	musculature	0.07
museler	mundtot machen	words	C1	verb		Allgemein	museler	0.07
le musli	das Müsli	words	C1	noun	n	Essen & Trinken	musli	0.07
le mât	der Mast	words	C1	noun	m	Allgemein	mât	0.07
la méninge	die Hirnhaut	words	C1	noun	f	Körper & Gesundheit	méninge	0.07
méplat	flach	words	C1	adjective		Allgemein	méplat	0.07
la navaja	das Taschenmesser	words	C1	noun	f	Allgemein	navaja	0.07
la nef	das Kirchenschiff	words	C1	noun	f	Allgemein	nef	0.07
nimber	umgeben	words	C1	verb		Allgemein	nimber	0.07
le non-initié	der Unkundige	words	C1	noun	m	Allgemein	non-initié	0.07
la notice	die Anleitung	words	C1	noun	f	Allgemein	notice	0.07
le noyau	der Kern	words	C1	noun	m	Allgemein	noyau	0.07
l'obstination	die Sturheit	words	C1	noun	f	Gefühle & Charakter	obstination	0.07
l'occultisme	der Okkultismus	words	C1	noun	m	Allgemein	occultisme	0.07
octroyer	gewähren	words	C1	verb		Allgemein	octroyer	0.07
l'ocytocine	das Oxytocin	words	C1	noun	f	Körper & Gesundheit	ocytocine	0.07
l'officière	die Offizierin	words	C1	noun	f	Arbeit & Beruf	officière	0.07
opportunément	gelegen	words	C1	adverb		Allgemein	opportunément	0.07
ordinairement	gewöhnlich	words	C1	adverb		Allgemein	ordinairement	0.07
papoter	plaudern	words	C1	verb		Freizeit & Hobbys	papoter	0.07
la parapsychologie	die Parapsychologie	words	C1	noun	f	Allgemein	parapsychologie	0.07
le pardessus	der Überrock	words	C1	noun	m	Kleidung & Mode	pardessus	0.07
paresseusement	träge	words	C1	adverb		Allgemein	paresseusement	0.07
le parmesan	der Parmesan	words	C1	noun	m	Essen & Trinken	parmesan	0.07
le passeur	der Überführer	words	C1	noun	m	Allgemein	passeur	0.07
le penny	der Penny	words	C1	noun	m	Einkaufen & Geld	penny	0.07
perforer	durchbohren	words	C1	verb		Allgemein	perforer	0.07
la persona	die Person	words	C1	noun	f	Allgemein	persona	0.07
petite-bourgeoise	kleinbürgerlich	words	C1	adjective		Allgemein	petite-bourgeoise	0.07
le piaf	der Spatz	words	C1	noun	m	Tiere & Natur	piaf	0.07
piaffer	traben	words	C1	verb		Allgemein	piaffer	0.07
le pineau	der Pineau	words	C1	noun	m	Essen & Trinken	pineau	0.07
le piétinement	das Treten	words	C1	noun	m	Allgemein	piétinement	0.07
plaquer	kleben	words	C1	verb		Allgemein	plaquer	0.07
pliant	faltbar	words	C1	adjective		Allgemein	pliant	0.07
le plutonium	das Plutonium	words	C1	noun	n	Allgemein	plutonium	0.07
le poissonnier	der Fischhändler	words	C1	noun	m	Essen & Trinken	poissonnier	0.07
polymériser	polymerisieren	words	C1	verb		Allgemein	polymériser	0.07
le potassium	das Kalium	words	C1	noun	n	Allgemein	potassium	0.07
la poudrière	das Pulverlager	words	C1	noun	f	Allgemein	poudrière	0.07
la poétesse	die Dichterin	words	C1	noun	f	Allgemein	poétesse	0.07
la praline	die Praline	words	C1	noun	f	Essen & Trinken	praline	0.07
le pressing	die Reinigung	words	C1	noun	m	Essen & Trinken	pressing	0.07
privatif	privativ	words	C1	adjective		Allgemein	privatif	0.07
la profanation	die Profanierung	words	C1	noun	f	Allgemein	profanation	0.07
la progestérone	das Progesteron	words	C1	noun	f	Körper & Gesundheit	progestérone	0.07
la prohibition	das Verbot	words	C1	noun	f	Allgemein	prohibition	0.07
proroger	verlängern	words	C1	verb		Allgemein	proroger	0.07
prospérer	gedeihen	words	C1	verb		Allgemein	prospérer	0.07
précocement	frühzeitig	words	C1	adverb		Allgemein	précocement	0.07
la préfète	die Präfektin	words	C1	noun	f	Allgemein	préfète	0.07
prêcher	predigen	words	C1	verb		Allgemein	prêcher	0.07
psychotrope	psychotrop	words	C1	noun		Körper & Gesundheit	psychotrope	0.07
le puisatier	der Brunnenbauer	words	C1	noun	m	Allgemein	puisatier	0.07
la putain	die Prostituierte	words	C1	noun	f	Allgemein	putain	0.07
la quadrichromie	die Vierfarbdruck	words	C1	noun	f	Allgemein	quadrichromie	0.07
railler	verspotten	words	C1	verb		Allgemein	railler	0.07
le ram	der RAM	words	C1	noun	m	Medien & Technik	ram	0.07
la ramassette	die Kehrschaufel	words	C1	noun	f	Allgemein	ramassette	0.07
la ratatouille	die Ratatouille	words	C1	noun	f	Essen & Trinken	ratatouille	0.07
le rattrapage	die Nachprüfung	words	C1	noun	m	Schule & Bildung	rattrapage	0.07
ravi	entzückt	words	C1	adjective		Gefühle & Charakter	ravi	0.07
la reconstruction	der Wiederaufbau	words	C1	noun	f	Allgemein	reconstruction	0.07
reculé	abgelegen	words	C1	adjective		Allgemein	reculé	0.07
refiler	weitergeben	words	C1	verb		Allgemein	refiler	0.07
le refoulé	der Unterdrückte	words	C1	noun	m	Allgemein	refoulé	0.07
la relaxation	die Entspannung	words	C1	noun	f	Körper & Gesundheit	relaxation	0.07
le relâchement	die Lockerung	words	C1	noun	m	Allgemein	relâchement	0.07
renversé	umgekippt	words	C1	adjective		Allgemein	renversé	0.07
resonger	wieder nachdenken	words	C1	verb		Allgemein	resonger	0.07
resurgir	wieder auftauchen	words	C1	verb		Allgemein	resurgir	0.07
le revendeur	der Händler	words	C1	noun	m	Einkaufen & Geld	revendeur	0.07
le rom	der Roman	words	C1	noun	m	Allgemein	rom	0.07
le ronchon	der Griesgram	words	C1	noun	m	Gefühle & Charakter	ronchon	0.07
la rosace	die Rosette	words	C1	noun	f	Allgemein	rosace	0.07
le rosbif	der Rinderbraten	words	C1	noun	m	Essen & Trinken	rosbif	0.07
le roulis	das Rollen	words	C1	noun	m	Allgemein	roulis	0.07
le réac	der Reaktionär	words	C1	noun	m	Allgemein	réac	0.07
le référé	der Eilantrag	words	C1	noun	m	Allgemein	référé	0.07
réguler	regulieren	words	C1	verb		Allgemein	réguler	0.07
le rémouleur	der Schleifer	words	C1	noun	m	Allgemein	rémouleur	0.07
le répit	die Atempause	words	C1	noun	m	Allgemein	répit	0.07
le rétrécissement	die Verengung	words	C1	noun	m	Allgemein	rétrécissement	0.07
le sablage	das Sandstrahlen	words	C1	noun	m	Allgemein	sablage	0.07
le sablon	die Schablone	words	C1	noun	m	Allgemein	sablon	0.07
le saupoudrage	das Bestäuben	words	C1	noun	m	Essen & Trinken	saupoudrage	0.07
sauvette	heimlich	words	C1	adverb		Allgemein	sauvette	0.07
select	ausgewählt	words	C1	adjective		Allgemein	select	0.07
serviable	hilfsbereit	words	C1	adjective		Allgemein	serviable	0.07
six	sechs	words	C1	noun		Zahlen & Mengen	six	0.07
la soldate	die Soldatin	words	C1	noun	f	Arbeit & Beruf	soldate	0.07
spatio-temporel	raum-zeitlich	words	C1	adjective		Allgemein	spatio-temporel	0.07
le spectromètre	das Spektrometer	words	C1	noun	m	Allgemein	spectromètre	0.07
le standardiste	der Telefonist	words	C1	noun	m	Arbeit & Beruf	standardiste	0.07
la stupidité	die Dummheit	words	C1	noun	f	Allgemein	stupidité	0.07
subjonctif	Konjunktiv	words	C1	adjective		Grammatik & Struktur	subjonctif	0.07
la surenchère	die Überbietung	words	C1	noun	f	Allgemein	surenchère	0.07
sénégalais	senegalesisch	words	C1	adjective		Allgemein	sénégalais	0.07
tabler	tischten	words	C1	verb		Allgemein	tabler	0.07
le tam-tam	die Trommel	words	C1	noun	m	Musik	tam-tam	0.07
tambouriner	trommeln	words	C1	verb		Musik	tambouriner	0.07
tanner	gerben	words	C1	verb		Allgemein	tanner	0.07
le tantinet	das bisschen	words	C1	noun	m	Allgemein	tantinet	0.07
tapant	klopfend	words	C1	adjective		Allgemein	tapant	0.07
tasser	pressen	words	C1	verb		Allgemein	tasser	0.07
teindre	färben	words	C1	verb		Allgemein	teindre	0.07
la tenture	der Wandteppich	words	C1	noun	f	Wohnen & Haus	tenture	0.07
la tette	die Brust	words	C1	noun	f	Körper & Gesundheit	tette	0.07
le théorème	der Satz	words	C1	noun	m	Allgemein	théorème	0.07
tomer	fallen	words	C1	verb		Allgemein	tomer	0.07
torturer	quälen	words	C1	verb		Allgemein	torturer	0.07
