verb_fr	verb_de	noun_fr	noun_de
restreindre	einschränken	l'accès	der Zugang
restreindre	einschränken	la liberté	die Freiheit
restreindre	einschränken	le choix	die Wahl
restructurer	umstrukturieren	l'entreprise	die Firma
restructurer	umstrukturieren	l'organisation	die Organisation
restructurer	umstrukturieren	le projet	das Projekt
resurgir	wieder auftauchen	la situation	die Situation
resurgir	wieder auftauchen	le problème	das Problem
retarder	verzögern	la réunion	das Treffen
retarder	verzögern	le projet	das Projekt
retarder	verzögern	le vol	der Flug
retenir	behalten	l'information	die Information
retenir	behalten	le nom	der Name
retentir	hallen	l'écho	das Echo
retentir	hallen	la voix	die Stimme
retirer	entfernen	l'objet	der Gegenstand
retirer	entfernen	le papier	das Papier
retirer	entfernen	le vêtement	das Kleidungsstück
retomber	wieder fallen	l'objet	der Gegenstand
retomber	wieder fallen	la neige	der Schnee
retomber	wieder fallen	la pluie	der Regen
retourner	zurückkehren	l'endroit	der Ort
retourner	zurückkehren	l'objet	der Gegenstand
retourner	zurückkehren	la maison	das Haus
retracer	nachzeichnen	l'histoire	die Geschichte
retracer	nachzeichnen	l'événement	das Ereignis
retracer	nachzeichnen	le chemin	der Weg
retraiter	rückziehen	l'offre	das Angebot
retraiter	rückziehen	la demande	die Anfrage
retraiter	rückziehen	une proposition	der Vorschlag
retransmettre	übertragen	l'information	die Information
retransmettre	übertragen	le message	die Nachricht
retransmettre	übertragen	le signal	das Signal
retravailler	überarbeiten	le document	das Dokument
retravailler	überarbeiten	le projet	das Projekt
retravailler	überarbeiten	le texte	der Text
retrousser	hochschlagen	la jupe	der Rock
retrousser	hochschlagen	la manche	der Ärmel
retrousser	hochschlagen	le pantalon	die Hose
retrouver	wiederfinden	l'ami	der Freund
retrouver	wiederfinden	l'objet	der Gegenstand
retrouver	wiederfinden	la clé	der Schlüssel
revendiquer	beanspruchen	la victime	das Opfer
revendiquer	beanspruchen	le droit	das Recht
revendiquer	beanspruchen	le territoire	das Gebiet
revendre	weiterverkaufen	l'article	der Artikel
revendre	weiterverkaufen	le produit	das Produkt
revenir	kommen	jour	der Tag
revenir	kommen	la maison	das Haus
revenir	kommen	temps	die Zeit
reverser	umkehren	la décision	die Entscheidung
reverser	umkehren	la situation	die Situation
reverser	umkehren	la tendance	der Trend
revigorer	beleben	l'ambiance	die Stimmung
revigorer	beleben	l'équipe	die Mannschaft
revigorer	beleben	le projet	das Projekt
revisiter	neu besuchen	l'endroit	der Ort
revisiter	neu besuchen	la ville	die Stadt
revisiter	neu besuchen	le musée	das Museum
revitaliser	revitalisieren	l'économie	die Wirtschaft
revitaliser	revitalisieren	la communauté	die Gemeinschaft
revitaliser	revitalisieren	le projet	das Projekt
revivre	wieder leben	l'expérience	die Erfahrung
revivre	wieder leben	le moment	der Moment
revoir	wiedersehen	l'ami	der Freund
revoir	wiedersehen	l'endroit	der Ort
revoir	wiedersehen	la famille	die Familie
revêtir	anziehen	le costume	der Anzug
revêtir	anziehen	le manteau	der Mantel
revêtir	anziehen	le vêtement	das Kleidungsstück
rider	reiten	la selle	der Sattel
rider	reiten	le cheval	das Pferd
rider	reiten	le poney	das Pony
ridiculiser	lächerlich machen	la personne	die Person
ridiculiser	lächerlich machen	la situation	die Situation
ridiculiser	lächerlich machen	le comportement	das Verhalten
rigoler	lachen	l'ami	der Freund
rigoler	lachen	la blague	der Witz
rigoler	lachen	la situation	die Situation
rincer	spülen	la bouche	der Mund
rincer	spülen	la vaisselle	das Geschirr
rire	lachen	l'enfant	das Kind
rire	lachen	la blague	der Witz
rire	lachen	la situation	die Situation
risquer	riskieren	l'échec	der Misserfolg
risquer	riskieren	la perte	der Verlust
rivaliser	konkurrieren	le marché	der Markt
roder	abfahren	la route	die Straße
roder	abfahren	le chemin	der Weg
roder	abfahren	le sentier	der Pfad
romancer	romantisieren	l'histoire	die Geschichte
romancer	romantisieren	la relation	die Beziehung
romancer	romantisieren	la situation	die Situation
rompre	brechen	la relation	die Beziehung
rompre	brechen	le contrat	der Vertrag
rompre	brechen	le silence	die Stille
ronronner	schnurren	la musique	die Musik
ronronner	schnurren	le chat	die Katze
ronronner	schnurren	le moteur	der Motor
roser	rosen	la fleur	die Blume
roser	rosen	la plante	die Pflanze
roser	rosen	le jardin	der Garten
roter	rülpsen	la boisson	das Getränk
roter	rülpsen	la nourriture	die Nahrung
roter	rülpsen	le repas	die Mahlzeit
rougir	erröten	la peau	die Haut
rougir	erröten	la situation	die Situation
rougir	erröten	le visage	das Gesicht
rouler	rollen	la roue	das Rad
rouler	rollen	le boulon	der Bolzen
rouler	rollen	le véhicule	das Fahrzeug
rouvrir	wieder öffnen	la porte	die Tür
rouvrir	wieder öffnen	le bureau	das Büro
rouvrir	wieder öffnen	le magasin	der Laden
ruer	stürmen	la troupe	die Truppe
ruer	stürmen	le cheval	das Pferd
ruer	stürmen	le groupe	der Gruppe
ruiner	ruinieren	l'entreprise	die Firma
ruiner	ruinieren	la relation	die Beziehung
ruiner	ruinieren	le projet	das Projekt
ruser	tricksen	l'astuce	der Trick
ruser	tricksen	la stratégie	die Strategie
ruser	tricksen	le plan	der Plan
rythmer	rhythmisch gestalten	l'activité	die Aktivität
rythmer	rhythmisch gestalten	la danse	der Tanz
rythmer	rhythmisch gestalten	la musique	die Musik
râler	meckern	la situation	die Situation
râler	meckern	le service	der Dienst
râler	meckern	temps	die Zeit
réactiver	reaktivieren	la fonction	die Funktion
réactiver	reaktivieren	le compte	das Konto
réactiver	reaktivieren	le service	der Dienst
réadapter	neu anpassen	l'approche	der Ansatz
réadapter	neu anpassen	la méthode	die Methode
réadapter	neu anpassen	le système	das System
réaffirmer	wieder bekräftigen	l'engagement	das Engagement
réaffirmer	wieder bekräftigen	la déclaration	die Erklärung
réaffirmer	wieder bekräftigen	la position	die Position
réagir	reagieren	l'événement	das Ereignis
réagir	reagieren	la situation	die Situation
réagir	reagieren	une proposition	der Vorschlag
réaliser	realisieren	l'idée	die Idee
réaliser	realisieren	le projet	das Projekt
réaliser	realisieren	le rêve	der Traum
réaménager	umgestalten	l'espace	der Raum
réaménager	umgestalten	la maison	das Haus
réaménager	umgestalten	le bureau	das Büro
réapparaître	wieder erscheinen	l'objet	der Gegenstand
réapparaître	wieder erscheinen	la personne	die Person
réapparaître	wieder erscheinen	le phénomène	das Phänomen
réapprendre	wieder lernen	la compétence	die Kompetenz
réapprendre	wieder lernen	la langue	die Sprache
réapprendre	wieder lernen	la leçon	die Lektion
réapprovisionner	nachliefern	la marchandise	die Ware
réapprovisionner	nachliefern	le produit	das Produkt
réapprovisionner	nachliefern	le stock	der Bestand
réassortir	neu sortieren	le magasin	der Laden
réassortir	neu sortieren	le produit	das Produkt
réassortir	neu sortieren	le rayon	der Strahl
réchauffer	wärmen	l'eau	das Wasser
réchauffer	wärmen	la maison	das Haus
réchauffer	wärmen	la nourriture	die Nahrung
récidiver	rückfällig werden	l'acte	der Akt
récidiver	rückfällig werden	le comportement	das Verhalten
récidiver	rückfällig werden	le crime	das Verbrechen
réciter	rezitieren	la chanson	das Lied
réciter	rezitieren	le poème	das Gedicht
réciter	rezitieren	le texte	der Text
réclamer	fordern	l'attention	die Aufmerksamkeit
réclamer	fordern	le droit	das Recht
réclamer	fordern	un salaire	das Gehalt
récolter	ernten	la récompense	die Belohnung
récompenser	belohnen	l'effort	der Aufwand
récompenser	belohnen	la réussite	der Erfolg
récompenser	belohnen	le travail	die Arbeit
réconcilier	versöhnen	le conflit	der Konflikt
récupérer	wiederbekommen	l'objet	der Gegenstand
récuser	ablehnen	l'offre	das Angebot
récuser	ablehnen	la demande	die Anfrage
récuser	ablehnen	une proposition	der Vorschlag
rédiger	verfassen	l'article	der Artikel
rédiger	verfassen	la lettre	der Brief
rédiger	verfassen	le texte	der Text
réduire	reduzieren	le coût	die Kosten
réduire	reduzieren	le risque	das Risiko
réduire	reduzieren	temps	die Zeit
réentendre	wieder hören	la chanson	das Lied
réentendre	wieder hören	la voix	die Stimme
réentendre	wieder hören	le message	die Nachricht
réfléchir	nachdenken	à l'idée	die Idee
réfléchir	nachdenken	à la situation	die Situation
réfléchir	nachdenken	au problème	das Problem
réfugier	unterbringen	l'animal	das Tier
réfugier	unterbringen	la famille	die Familie
réfugier	unterbringen	la personne	die Person
référencer	referenzieren	la source	die Quelle
référencer	referenzieren	le document	das Dokument
référencer	referenzieren	le site	die Seite
référer	verweisen	la personne	die Person
référer	verweisen	la source	die Quelle
référer	verweisen	le document	das Dokument
régaler	verwöhnen	l'enfant	das Kind
régaler	verwöhnen	l'invité	der Gast
régaler	verwöhnen	le client	der Kunde
régir	regeln	la loi	das Gesetz
régir	regeln	la relation	die Beziehung
régir	regeln	la situation	die Situation
réglementer	regeln	la loi	das Gesetz
réglementer	regeln	la norme	die Norm
réglementer	regeln	la procédure	das Verfahren
régler	regeln	la facture	die Rechnung
régler	regeln	le détail	das Detail
régler	regeln	le problème	das Problem
régner	regieren	la loi	das Gesetz
régner	regieren	le monarque	der Monarch
régner	regieren	le pays	das Land
régresser	rückschreiten	l'économie	die Wirtschaft
régresser	rückschreiten	la situation	die Situation
régresser	rückschreiten	le niveau	das Niveau
régulariser	regulieren	la loi	das Gesetz
régulariser	regulieren	la situation	die Situation
régulariser	regulieren	le processus	der Prozess
réguler	regulieren	le flux	der Fluss
réguler	regulieren	le processus	der Prozess
réguler	regulieren	le système	das System
régénérer	regenerieren	l'organisme	das Organismus
régénérer	regenerieren	la cellule	die Zelle
régénérer	regenerieren	le tissu	der Stoff
réhabiliter	rehabilitieren	le bâtiment	das Gebäude
réhabiliter	rehabilitieren	le quartier	das Viertel
réhabiliter	rehabilitieren	le terrain	das Gelände
réhabituer	wieder gewöhnen	l'animal	das Tier
réhabituer	wieder gewöhnen	l'enfant	das Kind
réhabituer	wieder gewöhnen	la personne	die Person
réinscrire	wieder einschreiben	l'étudiant	der Student
réinscrire	wieder einschreiben	le programme	das Programm
réinstaller	neu installieren	l'application	die Anwendung
réinstaller	neu installieren	le logiciel	die Software
réinstaller	neu installieren	le système	das System
réintroduire	wieder einführen	la loi	das Gesetz
réintroduire	wieder einführen	le concept	das Konzept
réintroduire	wieder einführen	le produit	das Produkt
réintégrer	wieder eingliedern	l'équipe	die Mannschaft
réintégrer	wieder eingliedern	la personne	die Person
réintégrer	wieder eingliedern	le groupe	der Gruppe
réinventer	neu erfinden	le concept	das Konzept
réinventer	neu erfinden	le produit	das Produkt
réinventer	neu erfinden	le service	der Dienst
réjouir	erfreuen	l'ami	der Freund
réjouir	erfreuen	l'enfant	das Kind
réjouir	erfreuen	la famille	die Familie
rémunérer	vergüten	l'employé	der Angestellte
rémunérer	vergüten	le service	der Dienst
rémunérer	vergüten	le travail	die Arbeit
rénover	renovieren	l'appartement	die Wohnung
rénover	renovieren	la maison	das Haus
réorganiser	neu organisieren	l'événement	das Ereignis
réorganiser	neu organisieren	le bureau	das Büro
réorganiser	neu organisieren	le projet	das Projekt
répandre	verbreiten	l'information	die Information
répandre	verbreiten	le bruit	der Lärm
répandre	verbreiten	une odeur	der Geruch
réparer	reparieren	l'appareil	das Gerät
réparer	reparieren	la voiture	das Auto
réparer	reparieren	le dommage	der Schaden
répercuter	widerhallen	l'impact	der Einfluss
répercuter	widerhallen	l'écho	das Echo
répertorier	verzeichnen	l'information	die Information
répertorier	verzeichnen	l'objet	der Gegenstand
répertorier	verzeichnen	le document	das Dokument
répliquer	entgegnen	l'argument	das Argument
répliquer	entgegnen	la question	die Frage
répliquer	entgegnen	la réponse	die Antwort
répondre	antworten	à la demande	die Anfrage
répondre	antworten	à la question	die Frage
répondre	antworten	au message	die Nachricht
réprimander	tadeln	l'employé	der Angestellte
réprimander	tadeln	l'enfant	das Kind
réprimander	tadeln	l'élève	der Schüler
réprimer	unterdrücken	l'émotion	die Emotion
réprimer	unterdrücken	la révolte	die Revolte
réprimer	unterdrücken	le comportement	das Verhalten
réprouver	verurteilen	l'acte	der Akt
réprouver	verurteilen	l'idée	die Idee
réprouver	verurteilen	le comportement	das Verhalten
réputer	annehmen	l'idée	die Idee
réputer	annehmen	l'opinion	die Meinung
réputer	annehmen	la théorie	die Theorie
répéter	wiederholen	l'exercice	die Übung
répéter	wiederholen	la phrase	der Satz
réserver	reservieren	la chambre	das Zimmer
réserver	reservieren	la table	der Tisch
réserver	reservieren	le billet	das Ticket
résider	wohnen	la maison	das Haus
résider	wohnen	la ville	die Stadt
résider	wohnen	le pays	das Land
résigner	kündigen	l'emploi	die Anstellung
résigner	kündigen	le contrat	der Vertrag
résigner	kündigen	le poste	der Posten
résister	widerstehen	à l'attaque	der Angriff
résister	widerstehen	à la pression	der Druck
résister	widerstehen	à la tentation	die Versuchung
résonner	erklingen	la musique	die Musik
résonner	erklingen	la voix	die Stimme
résorber	auflösen	la situation	die Situation
résorber	auflösen	la tension	die Spannung
résorber	auflösen	le problème	das Problem
résoudre	lösen	la situation	die Situation
résoudre	lösen	le conflit	der Konflikt
résoudre	lösen	le problème	das Problem
résulter	resultieren	l'effet	der Effekt
résulter	resultieren	le résultat	das Ergebnis
résulter	resultieren	une conséquence	die Konsequenz
résumer	zusammenfassen	l'article	der Artikel
résumer	zusammenfassen	le rapport	der Bericht
résumer	zusammenfassen	le texte	der Text
rétablir	wiederherstellen	l'ordre	die Ordnung
rétablir	wiederherstellen	la relation	die Beziehung
rétablir	wiederherstellen	la situation	die Situation
rétamer	retamieren	la boîte	die Box
rétorquer	entgegnen	l'argument	das Argument
rétorquer	entgegnen	l'objection	der Einwand
rétorquer	entgegnen	la réponse	die Antwort
rétracter	zurückziehen	l'offre	das Angebot
rétracter	zurückziehen	la déclaration	die Erklärung
rétracter	zurückziehen	la promesse	das Versprechen
rétribuer	vergüten	l'effort	der Aufwand
rétribuer	vergüten	le service	der Dienst
rétribuer	vergüten	le travail	die Arbeit
rétrécir	verkleinern	l'espace	der Raum
rétrécir	verkleinern	l'image	das Bild
rétrécir	verkleinern	le vêtement	das Kleidungsstück
réunir	versammeln	la famille	die Familie
réunir	versammeln	le groupe	der Gruppe
réussir	erfolgreich sein	l'examen	die Prüfung
réussir	erfolgreich sein	l'objectif	das Ziel
réussir	erfolgreich sein	le projet	das Projekt
réutiliser	wiederverwenden	l'objet	der Gegenstand
réutiliser	wiederverwenden	la ressource	die Ressource
réutiliser	wiederverwenden	le matériau	das Material
réveiller	wecken	l'animal	das Tier
réveiller	wecken	l'enfant	das Kind
réveiller	wecken	la personne	die Person
réviser	überarbeiten	le document	das Dokument
réviser	überarbeiten	le plan	der Plan
réviser	überarbeiten	le texte	der Text
révolter	revoltiert	l'opinion	die Meinung
révolter	revoltiert	la population	die Bevölkerung
révolter	revoltiert	la situation	die Situation
révolutionner	revolutionieren	la technologie	die Technologie
révolutionner	revolutionieren	le marché	der Markt
révolutionner	revolutionieren	le secteur	der Sektor
révéler	offenbaren	l'information	die Information
révéler	offenbaren	la vérité	die Wahrheit
révéler	offenbaren	le secret	das Geheimnis
réécrire	neu schreiben	l'histoire	die Geschichte
réécrire	neu schreiben	la lettre	der Brief
réécrire	neu schreiben	le texte	der Text
rééditer	neu herausgeben	l'album	das Album
rééditer	neu herausgeben	l'article	der Artikel
rééditer	neu herausgeben	le livre	das Buch
rêvasser	träumen	le moment	der Moment
rêver	träumen	de l'aventure	das Abenteuer
rêver	träumen	de l'idée	die Idee
rêver	träumen	la nuit	die Nacht
rôder	herumstreifen	l'endroit	der Ort
rôder	herumstreifen	la rue	die Straße
rôder	herumstreifen	le quartier	das Viertel
rôtir	braten	la viande	das Fleisch
rôtir	braten	le poulet	das Huhn
s'acharner	sich verbissen	l'objectif	das Ziel
s'acharner	sich verbissen	la tâche	die Aufgabe
s'acharner	sich verbissen	le travail	die Arbeit
s'emparer	sich bemächtigen	le territoire	das Gebiet
s'enfuir	fliehen	l'endroit	der Ort
s'enfuir	fliehen	la situation	die Situation
s'enfuir	fliehen	le danger	die Gefahr
s'envoler	davonfliegen	l'avion	das Flugzeug
s'envoler	davonfliegen	l'oiseau	der Vogel
s'envoler	davonfliegen	le papillon	der Schmetterling
saccager	verwüsten	la nature	die Natur
saccager	verwüsten	la ville	die Stadt
saccager	verwüsten	le lieu	der Ort
sacraliser	heiligen	l'objet	der Gegenstand
sacraliser	heiligen	le lieu	der Ort
sacraliser	heiligen	le rituel	das Ritual
sacrifier	heiligen	l'objet	der Gegenstand
sacrifier	heiligen	le lieu	der Ort
sacrifier	heiligen	le rituel	das Ritual
saigner	bluten	la blessure	die Verletzung
saigner	bluten	le cou	der Hals
saigner	bluten	le nez	die Nase
saisir	ergreifen	l'objet	der Gegenstand
saisir	ergreifen	l'occasion	die Gelegenheit
saisir	ergreifen	la chance	das Glück
salarier	beschäftigen	l'employé	der Angestellte
salarier	beschäftigen	le poste	der Posten
salarier	beschäftigen	le travail	die Arbeit
saler	salzen	l'eau	das Wasser
saler	salzen	la nourriture	die Nahrung
saler	salzen	la viande	das Fleisch
salir	verschmutzen	le sol	der Boden
saluer	grüßen	l'ami	der Freund
saluer	grüßen	le collègue	der Kollege
saluer	grüßen	le visiteur	der Besucher
sanctionner	bestrafen	l'acte	der Akt
sanctionner	bestrafen	l'infraction	der Verstoß
sanctionner	bestrafen	le comportement	das Verhalten
saper	untergraben	la confiance	das Vertrauen
saper	untergraben	la fondation	die Stiftung
saper	untergraben	la situation	die Situation
satisfaire	befriedigen	la demande	die Anfrage
satisfaire	befriedigen	le besoin	das Bedürfnis
satisfaire	befriedigen	le client	der Kunde
saturer	sättigen	la couleur	die Farbe
saturer	sättigen	la solution	die Lösung
saturer	sättigen	le marché	der Markt
sauer	säuern	le chou	der Kohl
sauer	säuern	le concombre	die Gurke
sauer	säuern	le lait	die Milch
saupoudrer	bestreuen	la farine	das Mehl
saupoudrer	bestreuen	le sucre	der Zucker
sauter	springen	le banc	die Bank
sauter	springen	le mur	die Wand
sauter	springen	le trampoline	das Trampolin
sautiller	hüpfen	l'animal	das Tier
sautiller	hüpfen	l'enfant	das Kind
sautiller	hüpfen	la balle	der Ball
sauvegarder	sichern	le document	das Dokument
sauvegarder	sichern	le fichier	die Datei
sauver	retten	l'animal	das Tier
sauver	retten	l'enfant	das Kind
sauver	retten	la vie	das Leben
savoir	wissen	l'information	die Information
savoir	wissen	la réponse	die Antwort
savoir	wissen	la vérité	die Wahrheit
savourer	genießen	la boisson	das Getränk
savourer	genießen	le moment	der Moment
savourer	genießen	le plat	das Gericht
scandaliser	skandalisieren	l'acte	der Akt
scandaliser	skandalisieren	la déclaration	die Erklärung
scandaliser	skandalisieren	la situation	die Situation
scander	skandieren	la phrase	der Satz
scander	skandieren	le chant	der Gesang
scander	skandieren	le slogan	der Slogan
scarifier	scarifizieren	la pelouse	der Rasen
scarifier	scarifizieren	la terre	die Erde
scarifier	scarifizieren	le sol	der Boden
scier	sägen	la branche	der Zweig
scier	sägen	la plaque	das Schild
scier	sägen	le bois	das Holz
scinder	spalten	l'opinion	die Meinung
scinder	spalten	le groupe	der Gruppe
scinder	spalten	le parti	die Partei
scolariser	einschulen	l'enfant	das Kind
scolariser	einschulen	l'élève	der Schüler
scolariser	einschulen	le système	das System
scruter	genau untersuchen	la situation	die Situation
scruter	genau untersuchen	le document	das Dokument
sculpter	schnitzen	la pierre	der Stein
sculpter	schnitzen	la statue	die Statue
sculpter	schnitzen	le bois	das Holz
se moquer	sich lustig machen	de l'idée	die Idee
se moquer	sich lustig machen	de la personne	die Person
se moquer	sich lustig machen	de la situation	die Situation
se repentir	bereuen	l'acte	der Akt
se repentir	bereuen	l'erreur	der Fehler
se repentir	bereuen	le choix	die Wahl
se soucier	sich kümmern	l'environnement	die Umwelt
se soucier	sich kümmern	la santé	die Gesundheit
se soucier	sich kümmern	le bien-être	das Wohlbefinden
se souvenir	sich erinnern	de l'événement	das Ereignis
se souvenir	sich erinnern	du moment	der Moment
se souvenir	sich erinnern	du nom	der Name
se suicider	sich umbringen	l'individu	das Individuum
se suicider	sich umbringen	la personne	die Person
seconder	unterstützen	l'initiative	die Initiative
seconder	unterstützen	le collègue	der Kollege
seconder	unterstützen	le projet	das Projekt
secouer	schütteln	l'arbre	der Baum
secouer	schütteln	la bouteille	die Flasche
secouer	schütteln	le tissu	der Stoff
seller	verkaufen	la voiture	das Auto
seller	verkaufen	le produit	das Produkt
seller	verkaufen	le service	der Dienst
sembler	scheinen	l'idée	die Idee
sembler	scheinen	la personne	die Person
sembler	scheinen	la situation	die Situation
semer	säen	la culture	die Kultur
sensibiliser	sensibilisieren	le public	das Publikum
sensibiliser	sensibilisieren	le sujet	das Thema
sentir	fühlen	l'émotion	die Emotion
sentir	fühlen	la chaleur	die Wärme
sentir	fühlen	une odeur	der Geruch
serpenter	schlängeln	la rivière	der Fluss
serpenter	schlängeln	la route	die Straße
serpenter	schlängeln	le chemin	der Weg
serrer	drücken	la ceinture	der Gürtel
serrer	drücken	la main	die Hand
serrer	drücken	la vis	die Schraube
servir	dienen	la boisson	das Getränk
servir	dienen	le client	der Kunde
servir	dienen	le plat	das Gericht
sevrer	entwöhnen	l'animal	das Tier
sevrer	entwöhnen	l'enfant	das Kind
sevrer	entwöhnen	l'habitude	die Gewohnheit
siffler	pfeifen	la chanson	das Lied
siffler	pfeifen	la mélodie	die Melodie
siffler	pfeifen	le signal	das Signal
signaler	signalisieren	l'incident	der Vorfall
signaler	signalisieren	le danger	die Gefahr
signaler	signalisieren	le problème	das Problem
signer	unterschreiben	l'accord	die Vereinbarung
signer	unterschreiben	le contrat	der Vertrag
signer	unterschreiben	le document	das Dokument
signifier	bedeuten	la chose	die Sache
signifier	bedeuten	le signe	das Zeichen
signifier	bedeuten	le terme	der Begriff
silhouetter	silhouettieren	l'image	das Bild
silhouetter	silhouettieren	le dessin	die Zeichnung
silhouetter	silhouettieren	le profil	das Profil
sillonner	durchqueren	la route	die Straße
sillonner	durchqueren	la région	die Region
sillonner	durchqueren	le pays	das Land
simplifier	vereinfachen	l'explication	die Erklärung
simplifier	vereinfachen	la tâche	die Aufgabe
simplifier	vereinfachen	le processus	der Prozess
simuler	simulieren	l'événement	das Ereignis
simuler	simulieren	la réaction	die Reaktion
simuler	simulieren	la situation	die Situation
singulariser	einzigartig machen	l'approche	der Ansatz
singulariser	einzigartig machen	le produit	das Produkt
singulariser	einzigartig machen	le service	der Dienst
situé	situieren	l'endroit	der Ort
situé	situieren	la maison	das Haus
situé	situieren	la ville	die Stadt
siéger	sitzen	l'assemblée	die Versammlung
siéger	sitzen	le comité	das Komitee
siéger	sitzen	le conseil	der Rat
skier	skifahren	la montagne	der Berg
skier	skifahren	la neige	der Schnee
skier	skifahren	la piste	die Spur
soigner	pflegen	la blessure	die Verletzung
soigner	pflegen	la maladie	die Krankheit
soigner	pflegen	le patient	der Patient
solder	veräußern	l'article	der Artikel
solder	veräußern	le produit	das Produkt
solder	veräußern	le stock	der Bestand
solidifier	verfestigen	la structure	die Struktur
solidifier	verfestigen	le gel	der Frost
solidifier	verfestigen	le matériau	das Material
solliciter	anfordern	l'aide	die Hilfe
solliciter	anfordern	l'information	die Information
solliciter	anfordern	le soutien	die Unterstützung
sombrer	sinken	l'économie	die Wirtschaft
sombrer	sinken	la situation	die Situation
sombrer	sinken	le navire	das Schiff
sommer	summen	l'abeille	die Biene
sommer	summen	la musique	die Musik
sommer	summen	le bruit	der Lärm
songer	nachdenken	à l'avenir	die Zukunft
songer	nachdenken	à l'idée	die Idee
songer	nachdenken	au projet	das Projekt
sonner	läuten	l'alarme	der Alarm
sonner	läuten	la cloche	die Glocke
sonner	läuten	le téléphone	das Telefon
sophistiquer	verfeinern	l'idée	die Idee
sophistiquer	verfeinern	le produit	das Produkt
sophistiquer	verfeinern	le style	der Stil
sortir	ausgehen	la soirée	der Abend
sortir	ausgehen	le cinéma	das Kino
sortir	ausgehen	le restaurant	das Restaurant
souder	schweißen	l'assemblage	die Zusammenstellung
souder	schweißen	la pièce	das Stück
souder	schweißen	le métal	das Metall
soudoyer	bestechen	le fonctionnaire	der Beamte
soudoyer	bestechen	le policier	der Polizist
souffler	blasen	la bougie	die Kerze
souffler	blasen	le ballon	der Ball
souffler	blasen	le vent	der Wind
souffrir	leiden	la douleur	der Schmerz
souffrir	leiden	la maladie	die Krankheit
souffrir	leiden	la perte	der Verlust
souhaiter	wünschen	la réussite	der Erfolg
souhaiter	wünschen	le bonheur	das Glück
souhaiter	wünschen	le cadeau	das Geschenk
souiller	beschmutzen	la réputation	der Ruf
souiller	beschmutzen	le sol	der Boden
soulager	erleichtern	la charge	die Last
soulager	erleichtern	la douleur	der Schmerz
soulager	erleichtern	le stress	der Stress
soulever	heben	l'objet	der Gegenstand
soulever	heben	la charge	die Last
soulever	heben	le poids	das Gewicht
souligner	unterstreichen	l'idée	die Idee
souligner	unterstreichen	le point	der Punkt
souligner	unterstreichen	le texte	der Text
soumettre	unterwerfen	la demande	die Anfrage
soumettre	unterwerfen	le rapport	der Bericht
soumettre	unterwerfen	une proposition	der Vorschlag
soupirer	seufzen	l'ennui	die Langeweile
soupirer	seufzen	le désespoir	die Verzweiflung
soupirer	seufzen	le soulagement	die Erleichterung
soupçonner	verdächtigen	l'activité	die Aktivität
soupçonner	verdächtigen	la personne	die Person
soupçonner	verdächtigen	le comportement	das Verhalten
sourciller	die Augenbraue heben	l'expression	der Ausdruck
sourciller	die Augenbraue heben	la réaction	die Reaktion
sourciller	die Augenbraue heben	le visage	das Gesicht
sourire	lächeln	l'enfant	das Kind
sourire	lächeln	la photo	das Foto
sourire	lächeln	le visage	das Gesicht
sous-entendre	andeuten	la signification	die Bedeutung
sous-entendre	andeuten	le message	die Nachricht
sous-louer	untervermieten	l'appartement	die Wohnung
sous-louer	untervermieten	la chambre	das Zimmer
sous-louer	untervermieten	le bureau	das Büro
sous-titrer	untertiteln	la vidéo	das Video
sous-titrer	untertiteln	le dialogue	der Dialog
sous-titrer	untertiteln	le film	der Film
souscrire	unterzeichnen	l'abonnement	das Abonnement
souscrire	unterzeichnen	le contrat	der Vertrag
souscrire	unterzeichnen	le document	das Dokument
soustraire	subtrahieren	l'élément	das Element
soustraire	subtrahieren	la valeur	der Wert
soustraire	subtrahieren	le nombre	die Zahl
soutenir	unterstützen	l'ami	der Freund
soutenir	unterstützen	la cause	die Ursache
soutenir	unterstützen	le projet	das Projekt
spécialiser	spezialisieren	l'étude	das Studium
spécialiser	spezialisieren	le domaine	das Gebiet
spécialiser	spezialisieren	le secteur	der Sektor
spécifier	spezifizieren	l'information	die Information
spécifier	spezifizieren	la condition	die Bedingung
spécifier	spezifizieren	le détail	das Detail
spéculer	spekulieren	l'investissement	die Investition
spéculer	spekulieren	l'opportunité	die Gelegenheit
spéculer	spekulieren	le marché	der Markt
squatter	besetzen	l'immeuble	das Gebäude
squatter	besetzen	la maison	das Haus
squatter	besetzen	le terrain	das Gelände
stabiliser	stabilisieren	l'économie	die Wirtschaft
stabiliser	stabilisieren	la situation	die Situation
stabiliser	stabilisieren	la structure	die Struktur
stagner	stagnieren	la croissance	das Wachstum
stagner	stagnieren	la situation	die Situation
stagner	stagnieren	le développement	die Entwicklung
stationner	parken	la place	der Platz
stationner	parken	la voiture	das Auto
stationner	parken	le véhicule	das Fahrzeug
statuer	entscheiden	la décision	die Entscheidung
statuer	entscheiden	la question	die Frage
statuer	entscheiden	le cas	der Fall
stigmatiser	stigmatisieren	l'individu	das Individuum
stigmatiser	stigmatisieren	le comportement	das Verhalten
stigmatiser	stigmatisieren	le groupe	der Gruppe
stimuler	stimulieren	l'intérêt	das Interesse
stimuler	stimulieren	la croissance	das Wachstum
stimuler	stimulieren	la créativité	die Kreativität
stipuler	festlegen	la clause	die Klausel
stipuler	festlegen	la condition	die Bedingung
stipuler	festlegen	la règle	die Regel
