sentence_fr	sentence_de	blank_word	distractors	verb_fr	noun_fr
Je crois la vérité.	Ich glaube der Wahrheit.	la	une,de,le	croire	la vérité
L'écho répercute la voix.	Das Echo widerhallt die Stimme.	la	une,de,le	répercuter	l'écho
Je ramène l'ami.	Ich bringe den Freund zurück.	l'	un,le,de	ramener	l'ami
Il écarquille le regard.	Er öffnet die Augen weit.	le	une,de,l'	écarquiller	le regard
La troupe rue la rue.	Die Truppe stürmt die Straße.	la	une,de,le	ruer	la troupe
Je cuisine le plat.	Ich koche das Gericht.	le	une,de,la	cuiter	le plat
Il défigure l'œuvre.	Er entstellt das Werk.	l'	une,de,le	défigurer	l'œuvre
Elle vit la vie.	Sie lebt das Leben.	la	une,de,le	vivre	la vie
Nous festoyons le mariage.	Wir feiern die Ehe.	le	une,de,la	festoyer	le mariage
Il suture le tissu.	Er näht den Stoff.	le	une,de,la	suturer	le tissu
Le travail stresse l'élève.	Die Arbeit stresst den Schüler.	l'	une,de,le	stresser	le travail
Je comprends la situation.	Ich verstehe die Situation.	la	une,de,le	comprendre	la situation
Je mets l'objet sur la table.	Ich setze den Gegenstand auf den Tisch.	l'	un,de,la	mettre	l'objet
Il tolère l'avis.	Er toleriert die Meinung.	l'	une,de,le	tolérer	l'avis
Nous visitons la ville.	Wir besuchen die Stadt.	la	une,de,le	visiter	la ville
Elle étend la main.	Sie streckt die Hand aus.	la	une,de,le	étendre	la main
Je côtoie le voisin.	Ich lebe nebenbei mit dem Nachbarn.	le	une,de,la	côtoyer	le voisin
Nous cohabitons l'appartement.	Wir leben in der Wohnung zusammen.	l'	un,de,la	cohabiter	l'appartement
Il vicie l'air.	Er verunreinigt die Luft.	l'	une,de,le	vicier	l'air
Elle cerclera la zone.	Sie umkreist die Zone.	la	une,de,le	cercler	la zone
Je redonne l'argent à Marie.	Ich gebe das Geld an Marie zurück.	à	de,sur,pour	redonner	l'argent
Il dévoie la personne avec charme.	Er verführt die Person mit Charme.	avec	à,de,sur	dévoyer	la personne
Nous configurons le réseau en ligne.	Wir konfigurieren das Netzwerk online.	en	à,sur,pour	configurer	le réseau
Je remplace l'objet par un nouveau.	Ich ersetze den Gegenstand durch einen neuen.	par	à,de,dans	replacer	l'objet
Il force la main de son ami.	Er zwingt die Hand seines Freundes.	de	à,sur,avec	forcer	la main
Elle tisse le réseau avec patience.	Sie webt das Netzwerk mit Geduld.	avec	à,de,sur	tisser	le réseau
Je venge l'ami de ma sœur.	Ich räche den Freund meiner Schwester.	de	à,sur,avec	venger	l'ami
Une odeur émane du jardin.	Ein Geruch strömt aus dem Garten.	du	à,de,sur	émaner	une odeur
Je coupe le légume en morceaux.	Ich schneide das Gemüse in Stücke.	en	à,de,sur	couper	le légume
Il zèbre le mur avec de la peinture.	Er streift die Wand mit Farbe.	avec	à,de,sur	zébrer	le mur
Nous démontons la machine pour réparer.	Wir demontieren die Maschine zur Reparatur.	pour	à,de,avec	démonter	la machine
Il débride l'énergie de la voiture.	Er gibt die Energie des Autos frei.	de	à,sur,avec	débrider	l'énergie
Elle abrite l'objet dans le tiroir.	Sie unterbringt den Gegenstand in der Schublade.	dans	à,de,sur	abriter	l'objet
Nous accomplissons la tâche ensemble.	Wir machen die Aufgabe zusammen.	ensemble	à,de,sur	accomplir	la tâche
Il surveille la situation de près.	Er überwacht die Situation genau.	de	à,sur,avec	surveiller	la situation
Elle clarifie l'explication pour tous.	Sie klärt die Erklärung für alle.	pour	à,de,avec	clarifier	l'explication
Nous acclamons l'équipe à la fin.	Wir applaudieren der Mannschaft am Ende.	à	de,sur,avec	acclamer	l'équipe
Je choisis le repas pour ce soir.	Ich wähle die Mahlzeit für heute Abend.	pour	à,de,sur	choisir	le repas
Il triche au jeu avec son ami.	Er schummelt im Spiel mit seinem Freund.	au	à,de,sur	tricher	le jeu
Elle ose l'idée de partir.	Sie wagt die Idee zu gehen.	de	à,sur,avec	oser	l'idée
Il romance la relation avec douceur.	Er romantisiert die Beziehung sanft.	avec	à,de,sur	romancer	la relation
Je hais la personne qui ment.	Ich hasse die Person, die lügt.	la	de,à,sur	haïr	la personne
Nous louons la maison pour l'été.	Wir mieten das Haus für den Sommer.	pour	à,de,sur	louer	la maison
L'objet chute au sol rapidement.	Der Gegenstand fällt schnell zu Boden.	au	à,de,sur	chuter	l'objet
Je touille le mélange dans le bol.	Ich rühre die Mischung in der Schüssel um.	dans	à,de,sur	touiller	le mélange
Il ravit l'enfant avec un cadeau.	Er entzückt das Kind mit einem Geschenk.	avec	à,de,sur	ravir	l'enfant
Je dis la vérité à mes amis.	Ich sage die Wahrheit meinen Freunden.	à	de,sur,avec	dire	la vérité
Elle authentifie la signature de l'artiste.	Sie authentifiziert die Unterschrift des Künstlers.	de	à,sur,avec	authentifier	la signature
Il noircit la surface avec de la peinture.	Er schwärzt die Oberfläche mit Farbe.	avec	à,de,sur	noircir	la surface
Je prie la prière avant de dormir.	Ich bete das Gebet vor dem Schlafen.	la	de,à,sur	prier	la prière
Il ampute le bras.	Er amputiert den Arm.	le	un,la,du	amputer	le bras
Elle bande la blessure.	Sie bindet die Verletzung.	la	une,le,des	bander	la blessure
Nous résorbons le problème.	Wir lösen das Problem auf.	le	un,la,des	résorber	le problème
Je nettoie la fenêtre.	Ich reinige das Fenster.	la	une,le,des	nettoyer	la fenêtre
Ils prohibent le produit.	Sie verbieten das Produkt.	le	un,la,des	prohiber	le produit
Tu fermes la fenêtre.	Du schließt das Fenster.	la	une,le,des	fermer	la fenêtre
Il assassine la personne.	Er ermordet die Person.	la	une,le,des	assassiner	la personne
Nous versons l'énergie.	Wir widmen die Energie.	l'	la,une,le	vouer	l'énergie
Je conduis un bus.	Ich fahre einen Bus.	un	le,la,des	conduire	un bus
Ils logent la famille.	Sie bringen die Familie unter.	la	une,le,des	loger	la famille
Elle pavane le succès.	Sie prahlt mit dem Erfolg.	le	un,la,des	pavaner	le succès
Je remplis le formulaire.	Ich fülle das Formular aus.	le	un,la,des	remplir	le formulaire
Nous utilisons la ressource.	Wir benutzen die Ressource.	la	une,le,des	utiliser	la ressource
Il dissuade la personne.	Er wendet die Person ab.	la	une,le,des	dissuader	la personne
Je rallume la lampe.	Ich zünde die Lampe wieder an.	la	une,le,des	rallumer	la lampe
Elle poignarde la blessure.	Sie erstecht die Verletzung.	la	une,le,des	poignarder	la blessure
Il conduit la voiture.	Er fährt das Auto.	la	une,le,des	conduire	la voiture
Nous habitons la maison.	Wir wohnen im Haus.	la	une,le,des	habiter	la maison
Je comprends le problème.	Ich verstehe das Problem.	le	un,la,des	comprendre	le problème
Il vexe la situation.	Er ärgert die Situation.	la	une,le,des	vexer	la situation
Nous actionnons le mécanisme.	Wir betätigen den Mechanismus.	le	un,la,des	actionner	le mécanisme
Je scie la branche.	Ich säge den Zweig.	la	une,le,des	scier	la branche
Il nuit à la santé.	Er schadet der Gesundheit.	à	de,sur,avec	nuire	la santé
L'économie croît.	Die Wirtschaft wächst.	l'	la,une,le	croître	l'économie
Elle rougit la peau.	Sie errötet die Haut.	la	une,le,des	rougir	la peau
Il profère l'avis.	Er spricht die Meinung aus.	l'	la,une,le	proférer	l'avis
Nous cubons le volume.	Wir würfeln das Volumen.	le	un,la,des	cuber	le volume
Elle fascine l'enfant.	Sie fasziniert das Kind.	l'	la,une,le	fasciner	l'enfant
L'effet résulte.	Der Effekt resultiert.	l'	la,une,le	résulter	l'effet
Il étoile le ciel.	Er sternen den Himmel.	le	un,la,des	étoiler	le ciel
Je vais effiler le légume.	Ich werde das Gemüse ausdünnen.	le	un,de,la	effiler	le légume
Nous regardons la télévision.	Wir sehen das Fernsehen.	la	le,une,les	regarder	la télévision
Il transpose la musique.	Er transponiert die Musik.	la	le,une,des	transposer	la musique
Elle envoie le message.	Sie sendet die Nachricht.	le	un,la,des	envoyer	le message
Ils rétablissent la situation.	Sie stellen die Situation wieder her.	la	une,le,des	rétablir	la situation
Il prêche la valeur.	Er predigt den Wert.	la	le,une,des	prêcher	la valeur
Je localise la personne.	Ich lokalisiere die Person.	la	une,le,des	localiser	la personne
Nous substituons le membre.	Wir ersetzen das Mitglied.	le	un,la,des	substituer	le membre
Il fixe le prix.	Er legt den Preis fest.	le	un,la,des	fixer	le prix
Elle élabore le projet.	Sie arbeitet das Projekt aus.	le	un,la,des	élaborer	le projet
L'individu se suicide.	Das Individuum bringt sich um.	se	le,la,un	se suicider	l'individu
J'imperméabilise le tissu.	Ich mache den Stoff wasserfest.	le	un,la,des	imperméabiliser	le tissu
Nous radioguiderons le groupe.	Wir radioguiden die Gruppe.	le	un,la,des	radioguider	le groupe
Il secoue la bouteille.	Er schüttelt die Flasche.	la	le,une,des	secouer	la bouteille
Elle outrage la personne.	Sie beleidigt die Person.	la	le,une,des	outrager	la personne
Il relate l'événement.	Er berichtet über das Ereignis.	l'	le,une,des	relater	l'événement
Elle vole l'objet.	Sie stiehlt den Gegenstand.	l'	le,une,des	voler	l'objet
Nous délimitons le territoire.	Wir grenzen das Gebiet ab.	le	un,la,des	délimiter	le territoire
Il patiente un temps.	Er wartet eine Zeit.	un	le,la,des	patienter	temps
Elle frotte la surface.	Sie reibt die Oberfläche.	la	le,une,des	frotter	la surface
Ils adulent l'artiste.	Sie vergöttern den Künstler.	l'	le,une,des	aduler	l'artiste
Elle théorise l'idée.	Sie theoretisiert die Idee.	l'	le,une,des	théoriser	l'idée
Il ampute la jambe.	Er amputiert das Bein.	la	le,une,des	amputer	la jambe
Elle refroidit la soupe.	Sie kühlt die Suppe ab.	la	le,une,des	refroidir	la soupe
Je choisis l'option.	Ich wähle die Option.	l'	le,une,des	choisir	l'option
Il dérobe l'argent.	Er stiehlt das Geld.	l'	le,une,des	dérober	l'argent
Elle atteste le document.	Sie attestiert das Dokument.	le	un,la,des	attester	le document
Il préside l'assemblée.	Er sitzt der Versammlung vor.	l'	le,une,des	présider	l'assemblée
Elle conditionne le produit.	Sie bedingt das Produkt.	le	un,la,des	conditionner	le produit
Il esquisse le plan.	Er skizziert den Plan.	le	un,la,des	esquisser	le plan
Je repère la personne.	Ich lokalisiere die Person.	la	une,de,du	repérer	la personne
Je réédite le livre.	Ich gebe das Buch neu heraus.	le	un,la,de	rééditer	le livre
Je range le placard.	Ich räume den Schrank auf.	le	la,un,dans	ranger	le placard
Je redire la chose.	Ich sage die Sache wieder.	la	une,de,le	redire	la chose
Le diamant brille au soleil.	Der Diamant leuchtet in der Sonne.	au	dans,sur,de	briller	le diamant
Je reviens au jour.	Ich komme am Tag zurück.	au	dans,sur,de	revenir	jour
Je renseigne la personne.	Ich informiere die Person.	la	une,de,du	renseigner	la personne
Il triomphe du succès.	Er triumphiert über den Erfolg.	du	le,la,un	triompher	le succès
Elle orchestre le concert.	Sie orchestriert das Konzert.	le	un,la,de	orchestrer	le concert
Ce projet requiert du temps.	Dieses Projekt erfordert Zeit.	du	le,la,un	requérir	la ressource
Je côtoie l'ami.	Ich lebe nebenbei mit dem Freund.	l'	le,la,un	côtoyer	l'ami
Nous relogeons le locataire.	Wir umquartieren den Mieter.	le	la,un,de	reloger	le locataire
Il me manque l'ami.	Mir fehlt der Freund.	l'	le,la,un	manquer	l'ami
J'éprouve un sentiment.	Ich erfahre ein Gefühl.	un	le,la,de	éprouver	le sentiment
Nous établissons la règle.	Wir richten die Regel ein.	la	un,de,le	établir	la règle
Il mitige l'effet.	Er mildert den Effekt.	l'	le,la,un	mitiger	l'effet
Elle sophistique l'idée.	Sie verfeinert die Idee.	l'	la,un,de	sophistiquer	l'idée
Ils enferment la personne.	Sie sperren die Person ein.	la	une,de,du	enfermer	la personne
Il cambre le corps.	Er krümmt den Körper.	le	la,un,de	cambrer	le corps
J'imagine la scène.	Ich stelle die Szene vor.	la	une,de,le	imaginer	la scène
Il démissionne du poste.	Er kündigt den Posten.	du	le,la,un	démissionner	le poste
Je m'efforce du travail.	Ich bemühe mich um die Arbeit.	du	le,la,un	efforcer	le travail
Je ramasse le déchet.	Ich hebe den Abfall auf.	le	la,un,de	ramasser	le déchet
Je devine la situation.	Ich errate die Situation.	la	une,de,le	deviner	la situation
Je corrige l'erreur.	Ich korrigiere den Fehler.	l'	le,la,un	corriger	l'erreur
Ils contrecarrent le projet.	Sie durchkreuzen das Projekt.	le	un,la,de	contrecarrer	le projet
Je contribue à la discussion.	Ich trage zur Diskussion bei.	à	de,sur,avec	contribuer	la discussion
Ils divorcent de la relation.	Sie scheiden sich von der Beziehung.	de	à,du,le	divorcer	la relation
Ils bataillent pour la bataille.	Sie kämpfen um die Schlacht.	pour	de,du,le	batailler	la bataille
Nous commémorons le jour.	Wir gedenken des Tages.	le	un,la,de	commémorer	jour
Je simule la situation.	Ich simuliere die Situation.	la	une,de,du	simuler	la situation
Il tambourine le rythme.	Er trommelt den Rhythmus.	le	un,de,la	tambouriner	le rythme
Elle dessine l'image.	Sie zeichnet das Bild.	l'	une,la,de	dessiner	l'image
Ils tiraillent le tissu.	Sie zerren am Stoff.	le	un,de,la	tirailler	le tissu
Nous sanctionnons l'infraction.	Wir bestrafen den Verstoß.	l'	une,la,de	sanctionner	l'infraction
Il profane le lieu.	Er entweiht den Ort.	le	un,de,la	profaner	le lieu
Je millésime la bouteille.	Ich jahrgangsbestimme die Flasche.	la	une,de,du	millésimer	la bouteille
Ils soupçonnent l'activité.	Sie verdächtigen die Aktivität.	l'	une,la,de	soupçonner	l'activité
Elle chamboule le plan.	Sie wirft den Plan um.	le	un,de,la	chambouler	le plan
La fontaine rejaillit.	Der Brunnen sprudelt wieder.	la	une,de,du	rejaillir	la fontaine
La cloche sonne.	Die Glocke läutet.	la	une,de,du	sonner	la cloche
J'écoute la radio.	Ich höre das Radio.	la	une,de,du	écouter	la radio
Il prime le choix.	Er primt die Wahl.	le	un,de,la	primer	le choix
Elle accroît l'histoire.	Sie glaubt der Geschichte.	l'	une,la,de	accroire	l'histoire
Ils frustrent l'attente.	Sie frustrieren die Erwartung.	l'	une,la,de	frustrer	l'attente
Il penche l'arbre.	Er neigt den Baum.	l'	un,de,la	pencher	l'arbre
Elle musèle la personne.	Sie macht die Person mundtot.	la	une,de,du	museler	la personne
Nous évangélisons la communauté.	Wir evangelisieren die Gemeinschaft.	la	une,de,du	évangéliser	la communauté
J'invite la personne.	Ich lade die Person ein.	la	une,de,du	inviter	la personne
Il obère le budget.	Er belastet das Budget.	le	un,de,la	obérer	le budget
Nous privilégions l'option.	Wir bevorzugen die Option.	l'	une,la,de	privilégier	l'option
Il faufile l'objet.	Er schlüpft mit dem Gegenstand.	l'	un,de,la	faufiler	l'objet
Elle encourage l'initiative.	Sie ermutigt die Initiative.	l'	une,la,de	encourager	l'initiative
Je lis le livre.	Ich lese das Buch.	le	un,de,la	lire	le livre
Nous attendons un bus.	Wir warten auf einen Bus.	un	le,la,de	attendre	un bus
Ils bâtissent l'école.	Sie bauen die Schule.	l'	une,de,du	bâtir	l'école
Il débride le moteur.	Er gibt den Motor frei.	le	un,de,la	débrider	le moteur
Elle impute le coût.	Sie rechnet die Kosten zu.	le	un,de,la	imputer	le coût
Il menace la sécurité.	Er bedroht die Sicherheit.	la	une,de,du	menacer	la sécurité
Je pars de la maison.	Ich gehe aus dem Haus.	de	à,du,la	partir	la maison
Je ferme le livre.	Ich schließe das Buch.	le	un,la,les	fermer	le livre
Ils jouent au jeu.	Sie spielen das Spiel.	au	à,dans,pour	jouer	le jeu
Elle redevient la situation.	Sie wird die Situation wieder.	la	une,de,le	redevenir	la situation
Je touche la personne.	Ich berühre die Person.	la	une,de,le	toucher	la personne
Nous excluons le groupe.	Wir schließen die Gruppe aus.	le	un,la,les	exclure	le groupe
Il succombe à la maladie.	Er erliegt der Krankheit.	à	de,dans,sur	succomber	la maladie
Elle croque une carotte.	Sie knabbert an einer Karotte.	une	la,le,des	croquer	la carotte
Il désempare la situation.	Er verwirrt die Situation.	la	une,de,le	désemparer	la situation
J'aiguiser un outil.	Ich schärfe ein Werkzeug.	un	le,la,des	aiguiser	un outil
Nous collons le papier.	Wir kleben das Papier.	le	un,la,les	coller	le papier
L'individu se rebelle.	Das Individuum rebelliert.	l'	un,la,le	rebeller	l'individu
Ils débattent de l'idée.	Sie debattieren über die Idee.	de	à,sur,pour	débattre	l'idée
Elle atténue la douleur.	Sie mildert den Schmerz.	la	une,de,le	atténuer	la douleur
Nous inaugurons le bâtiment.	Wir weihen das Gebäude ein.	le	un,la,les	inaugurer	le bâtiment
Ils exploitent le marché.	Sie beuten den Markt aus.	le	un,la,des	exploiter	le marché
Elle transforme l'objet.	Sie verwandelt den Gegenstand.	l'	un,la,le	transformer	l'objet
Je lis l'article.	Ich lese den Artikel.	l'	un,la,le	lire	l'article
Il s'absente à la réunion.	Er fehlt bei der Sitzung.	à	de,sur,avec	absenter	la réunion
Elle propage l'information.	Sie verbreitet die Information.	l'	une,de,le	propager	l'information
Je souhaite la réussite.	Ich wünsche den Erfolg.	la	une,de,le	souhaiter	la réussite
Il enorgueillit la personne.	Er macht die Person stolz.	la	une,de,le	enorgueillir	la personne
Nous globalisons le marché.	Wir globalisieren den Markt.	le	un,la,les	globaliser	le marché
Ils trouvent la solution.	Sie finden die Lösung.	la	une,de,le	trouver	la solution
Elle reverse la tendance.	Sie kehrt den Trend um.	la	une,de,le	reverser	la tendance
Il succède à la fonction.	Er folgt der Funktion nach.	à	de,dans,sur	succéder	la fonction
Nous diffusons l'information.	Wir verbreiten die Information.	l'	une,de,le	diffuser	l'information
L'heure tinte.	Die Stunde läutet.	l'	une,de,le	tinter	heure
Il rétablit l'ordre.	Er stellt die Ordnung wieder her.	l'	une,de,le	rétablir	l'ordre
Elle détend le muscle.	Sie entspannt den Muskel.	le	un,la,les	détendre	le muscle
J'interpelle l'enfant.	Ich spreche das Kind an.	l'	un,la,le	interpeller	l'enfant
Il offensera le commentaire demain.	Er wird den Kommentar beleidigen.	le	un,la,de	offenser	le commentaire
Nous construisons un pont ici.	Wir bauen hier eine Brücke.	un	le,la,dans	construire	le pont
Elle propage l'idée à tous.	Sie verbreitet die Idee an alle.	à	de,sur,avec	propager	l'idée
Je devine l'énigme facilement.	Ich errate das Rätsel leicht.	l'	un,la,le	deviner	l'énigme
Il porte le sac lourd.	Er trägt die schwere Tasche.	le	un,la,de	porter	le sac
La musique résonne dans la salle.	Die Musik erklingt im Raum.	dans	sur,avec,à	résonner	la musique
Il somme la musique doucement.	Er summt die Musik leise.	la	le,une,de	somme	la musique
Elle incarne la valeur de l'honnêteté.	Sie verkörpert den Wert der Ehrlichkeit.	la	un,de,le	incarner	la valeur
Ils dérobent l'objet précieux.	Sie stehlen den wertvollen Gegenstand.	l'	un,le,une	dérober	l'objet
Nous transportons l'objet fragile.	Wir transportieren den zerbrechlichen Gegenstand.	l'	un,le,la	transporter	l'objet
Il déchire la lettre par accident.	Er reißt den Brief aus Versehen.	la	le,un,de	déchirer	la lettre
Elle rouvre la porte doucement.	Sie öffnet die Tür leise wieder.	la	le,une,de	rouvrir	la porte
Je résume l'article rapidement.	Ich fasse den Artikel schnell zusammen.	l'	un,le,la	résumer	l'article
Il voue l'attention à son ami.	Er widmet die Aufmerksamkeit seinem Freund.	l'	une,le,de	vouer	l'attention
Nous entrons dans la salle.	Wir treten in den Raum ein.	dans	sur,avec,à	entrer	la salle
Elle termine le travail maintenant.	Sie beendet die Arbeit jetzt.	le	un,la,de	terminer	le travail
Ils jouent au sport ensemble.	Sie spielen gemeinsam Sport.	au	à,le,un	jouer	le sport
La flamme oscille dans le vent.	Die Flamme schwingt im Wind.	dans	sur,avec,à	osciller	la flamme
Il familiarise la personne avec le sujet.	Er macht die Person mit dem Thema vertraut.	la	une,le,de	familiariser	la personne
Nous attablons la table pour le dîner.	Wir decken den Tisch für das Abendessen.	la	le,un,de	attabler	la table
Il hisse la voile rapidement.	Er hisst die Segel schnell.	la	le,un,de	hisser	la voile
Elle grimpe à la montagne.	Sie klettert auf den Berg.	à	dans,sur,avec	grimper	la montagne
Je donne la réponse maintenant.	Ich gebe die Antwort jetzt.	la	le,un,de	donner	la réponse
Il hoche l'approbation lentement.	Er nickt der Genehmigung langsam zu.	l'	un,le,une	hocher	l'approbation
Elle légalise la situation rapidement.	Sie legalisiert die Situation schnell.	la	le,un,de	légaliser	la situation
Nous naviguons sur la mer.	Wir navigieren auf dem Meer.	sur	à,dans,avec	naviguer	la mer
Il tape le document rapidement.	Er tippt das Dokument schnell.	le	un,la,de	typer	le document
L'entreprise prospère dans le marché.	Die Firma gedeiht auf dem Markt.	dans	à,sur,avec	prospérer	l'entreprise
Elle revitalise l'économie locale.	Sie revitalisiert die lokale Wirtschaft.	l'	un,le,la	revitaliser	l'économie
Il féminise la langue française.	Er feminisiert die französische Sprache.	la	le,un,de	féminiser	la langue
Je vois le père au marché.	Ich sehe den Vater auf dem Markt.	le	un,la,du	vois	le père
Je vois la mère à la fenêtre.	Ich sehe die Mutter am Fenster.	la	une,le,des	vois	la mère
Je retrouve le frère ce soir.	Ich treffe den Bruder heute Abend.	le	un,la,du	retrouve	le frère
J'aide la sœur avec les devoirs.	Ich helfe der Schwester bei den Hausaufgaben.	la	une,le,des	aide	la sœur
J'attends les parents devant l'école.	Ich warte vor der Schule auf die Eltern.	les	des,un,de	attends	les parents
Je cherche le fils partout.	Ich suche überall nach dem Sohn.	le	un,la,du	cherche	le fils
Je regarde la fille jouer.	Ich schaue dem Mädchen beim Spielen zu.	la	une,le,des	regarde	la fille
J'écoute le grand-père avec attention.	Ich höre dem Großvater aufmerksam zu.	le	un,la,du	écoute	le grand-père
Je remercie la grand-mère pour le cadeau.	Ich danke der Großmutter für das Geschenk.	la	une,le,des	remercie	la grand-mère
Je salue l'oncle poliment.	Ich grüße den Onkel höflich.	l'	le,la,un	salue	l'oncle
J'invite la tante au dîner.	Ich lade die Tante zum Abendessen ein.	la	une,le,des	invite	la tante
Je retrouve le cousin au parc.	Ich treffe den Cousin im Park.	le	un,la,du	retrouve	le cousin
Je photographie la cousine avec son chien.	Ich fotografiere die Cousine mit ihrem Hund.	la	une,le,des	photographie	la cousine
J'accompagne l'amie à la gare.	Ich begleite die Freundin zum Bahnhof.	l'	le,la,un	accompagne	l'amie
Je salue la voisine chaque matin.	Ich grüße die Nachbarin jeden Morgen.	la	une,le,des	salue	la voisine
Je quitte le collège à quatre heures.	Ich verlasse die weiterführende Schule um vier Uhr.	le	un,la,du	quitte	le collège
Je remercie le professeur pour son aide.	Ich danke dem Lehrer für seine Hilfe.	le	un,la,du	remercie	le professeur
Je salue la professeure à l'entrée.	Ich grüße die Lehrerin am Eingang.	la	une,le,des	salue	la professeure
Je quitte la classe en silence.	Ich verlasse leise den Klassenraum.	la	une,le,des	quitte	la classe
Je range la salle de classe avant de partir.	Ich räume das Klassenzimmer auf, bevor ich gehe.	la	une,le,des	range	la salle de classe
Je répare la chaise du salon.	Ich repariere den Stuhl im Wohnzimmer.	la	une,le,des	répare	la chaise
J'ouvre le cahier à la bonne page.	Ich schlage das Heft auf der richtigen Seite auf.	le	un,la,du	ouvre	le cahier
Je range le stylo dans la trousse.	Ich lege den Stift ins Mäppchen.	le	un,la,du	range	le stylo
Je trouve la gomme sous la table.	Ich finde den Radiergummi unter dem Tisch.	la	une,le,des	trouve	la gomme
Je termine le devoir avant le dîner.	Ich beende die Hausaufgabe vor dem Abendessen.	le	un,la,du	termine	le devoir
Je pose la question au professeur.	Ich stelle dem Lehrer die Frage.	la	une,le,des	pose	la question
Je commence la semaine avec un examen.	Ich beginne die Woche mit einer Prüfung.	la	une,le,des	commence	la semaine
Je termine le mois en voyage.	Ich beende den Monat mit einer Reise.	le	un,la,du	termine	le mois
Je termine l'année avec de bons résultats.	Ich beende das Jahr mit guten Ergebnissen.	l'	le,la,un	termine	l'année
Je commence le matin par un café.	Ich beginne den Morgen mit einem Kaffee.	le	un,la,du	commence	le matin
Je passe le soir à lire.	Ich verbringe den Abend mit Lesen.	le	un,la,du	passe	le soir
Je passe la nuit sans dormir.	Ich verbringe die Nacht ohne zu schlafen.	la	une,le,des	passe	la nuit
J'attends la minute avant de répondre.	Ich warte eine Minute, bevor ich antworte.	la	une,le,des	attends	la minute
Je nettoie la salle de bains chaque semaine.	Ich putze das Badezimmer jede Woche.	la	une,le,des	nettoie	la salle de bains
Je range le salon avant les invités.	Ich räume das Wohnzimmer auf, bevor die Gäste kommen.	le	un,la,du	range	le salon
Je fais le lit chaque matin.	Ich mache jeden Morgen das Bett.	le	un,la,du	fais	le lit
J'allume l'ordinateur pour travailler.	Ich schalte den Computer ein, um zu arbeiten.	l'	le,la,un	allume	l'ordinateur
Je bois le lait au petit déjeuner.	Ich trinke die Milch zum Frühstück.	le	un,la,du	bois	le lait
Je coupe le fromage en morceaux.	Ich schneide den Käse in Stücke.	le	un,la,du	coupe	le fromage
Je cuisine le poisson pour le dîner.	Ich koche den Fisch fürs Abendessen.	le	un,la,du	cuisine	le poisson
Je prépare la salade pour tout le monde.	Ich mache den Salat für alle.	la	une,le,des	prépare	la salade
J'épluche la banane rapidement.	Ich schäle schnell die Banane.	la	une,le,des	épluche	la banane
Je coupe la tomate en tranches.	Ich schneide die Tomate in Scheiben.	la	une,le,des	coupe	la tomate
J'épluche la pomme de terre avant de la cuire.	Ich schäle die Kartoffel, bevor ich sie koche.	la	une,le,des	épluche	la pomme de terre
Je prends le petit déjeuner à sept heures.	Ich frühstücke um sieben Uhr.	le	un,la,du	prends	le petit déjeuner
Je prépare le déjeuner pour midi.	Ich bereite das Mittagessen vor.	le	un,la,du	prépare	le déjeuner
Je sers le dîner à vingt heures.	Ich serviere das Abendessen um zwanzig Uhr.	le	un,la,du	sers	le dîner
Je traverse la rue prudemment.	Ich überquere vorsichtig die Straße.	la	une,le,des	traverse	la rue
Je lève le pied doucement.	Ich hebe vorsichtig den Fuß.	le	un,la,du	lève	le pied
Je ferme les yeux pour dormir.	Ich schließe die Augen, um zu schlafen.	les	des,un,de	ferme	les yeux
J'ouvre la bouche complètement.	Ich öffne den Mund ganz weit.	la	une,le,des	ouvre	la bouche
Je lave le pantalon à la main.	Ich wasche die Hose von Hand.	le	un,la,du	lave	le pantalon
Je porte le jean tous les jours.	Ich trage jeden Tag die Jeans.	le	un,la,du	porte	le jean
Je repasse la chemise avant de sortir.	Ich bügle das Hemd, bevor ich ausgehe.	la	une,le,des	repasse	la chemise
Je mets le pull parce qu'il fait froid.	Ich ziehe den Pullover an, weil es kalt ist.	le	un,la,du	mets	le pull
J'accroche la veste près de la porte.	Ich hänge die Jacke neben die Tür.	la	une,le,des	accroche	la veste
J'enlève le manteau en entrant.	Ich ziehe den Mantel beim Eintreten aus.	le	un,la,du	enlève	le manteau
J'essaie la robe avant d'acheter.	Ich probiere das Kleid an, bevor ich es kaufe.	la	une,le,des	essaie	la robe
J'achète la jupe en solde.	Ich kaufe den Rock im Ausverkauf.	la	une,le,des	achète	la jupe
Je porte le chapeau au soleil.	Ich trage den Hut in der Sonne.	le	un,la,du	porte	le chapeau
Je mets l'écharpe avant de sortir.	Ich lege den Schal an, bevor ich rausgehe.	l'	le,la,un	mets	l'écharpe
Je cherche le bonnet dans le sac.	Ich suche die Mütze in der Tasche.	le	un,la,du	cherche	le bonnet
Je vérifie la taille avant d'acheter.	Ich prüfe die Größe, bevor ich kaufe.	la	une,le,des	vérifie	la taille
Je suis la mode de près.	Ich verfolge die Mode genau.	la	une,le,des	suis	la mode
Je regarde la pluie tomber.	Ich schaue dem Regen beim Fallen zu.	la	une,le,des	regarde	la pluie
Je sens le vent sur mon visage.	Ich spüre den Wind in meinem Gesicht.	le	un,la,du	sens	le vent
J'observe le nuage dans le ciel.	Ich beobachte die Wolke am Himmel.	le	un,la,du	observe	le nuage
