source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
l' adorateur	Anbeter	words	C1	noun	masculine	adorateur	0.07
agglutiner	verkitten	words	C1	verb		agglutiner	0.07
antipathique	zuwider	words	C1	adjective		antipathique	0.07
l' apocalypse	Apokalypse	words	C1	noun	feminine	apocalypse	0.07
l' approbation	Billigung	words	C1	noun	feminine	approbation	0.07
aristocrate	aristokratisch	words	C1	adjective		aristocrate	0.07
assoupir	schlafen machen	words	C1	verb		assoupir	0.07
l' astrophysicien	Astrohysiker	words	C1	noun	masculine	astrophysicien	0.07
l' attaquant	Angreifer	words	C1	noun	masculine	attaquant	0.07
l' attelage	Anhängerkupplung	words	C1	noun	masculine	attelage	0.07
attrister	betrüben	words	C1	verb		attrister	0.07
autochtone	autochthon	words	C1	adjective		autochtone	0.07
la bagatelle	Liebe	words	C1	noun	feminine	bagatelle	0.07
le baisemain	Handkuss	words	C1	noun	masculine	baisemain	0.07
la balustrade	Balustrade	words	C1	noun	feminine	balustrade	0.07
bander	spannen	words	C1	verb		bander	0.07
basaner	bräunen	words	C1	verb		basaner	0.07
bienfaisant	wohltuend	words	C1	adjective		bienfaisant	0.07
le biscuit	Keks	words	C1	noun	masculine	biscuit	0.07
la bosse	Beule	words	C1	noun	feminine	bosse	0.07
la bricole	Blide	words	C1	noun	feminine	bricole	0.07
la brise	Lüftchen	words	C1	noun	feminine	brise	0.07
le butin	Beute	words	C1	noun	masculine	butin	0.07
cartographe	Kartograf	words	C1	noun		cartographe	0.07
la centralisation	Zentralisation	words	C1	noun	feminine	centralisation	0.07
cervical	zervikal	words	C1	adjective		cervical	0.07
charretier	Wagner	words	C1	noun		charretier	0.07
le chevron	Sparren	words	C1	noun	masculine	chevron	0.07
le chichi	Heckmeck	words	C1	noun	masculine	chichi	0.07
circonspect	umsichtig	words	C1	adjective	masculine	circonspect	0.07
le citronnier	Limone	words	C1	noun	masculine	citronnier	0.07
communiste	kommunistisch	words	C1	adjective		communiste	0.07
comptant	bar	words	C1	adverb		comptant	0.07
la concordance	Klang	words	C1	noun	feminine	concordance	0.07
cosmonaute	Kosmonaut	words	C1	noun		cosmonaute	0.07
le courtisan	Höfling	words	C1	noun	masculine	courtisan	0.07
le cresson	Kresse	words	C1	noun	masculine	cresson	0.07
la douane	Zoll	words	C1	noun	feminine	douane	0.07
encourir	sich zuziehen	words	C1	verb		encourir	0.07
engoncer	umhüllen	words	C1	verb		engoncer	0.07
extasier	entzückt sein	words	C1	verb		extasier	0.07
la fortification	Wehranlage	words	C1	noun	feminine	fortification	0.07
le fournil	Backstube	words	C1	noun	masculine	fournil	0.07
fracasser	zermalmen	words	C1	verb		fracasser	0.07
le fret	Fracht	words	C1	noun	masculine	fret	0.07
freudien	freudsch	words	C1	adjective		freudien	0.07
la garnison	Garnison	words	C1	noun	feminine	garnison	0.07
la gaucherie	Sinistralität	words	C1	noun	feminine	gaucherie	0.07
la gazelle	Gazelle	words	C1	noun	feminine	gazelle	0.07
grincer	knarren	words	C1	verb		grincer	0.07
l' hangar	Hangar	words	C1	noun	masculine	hangar	0.07
l' hindi	Hindi	words	C1	noun	masculine	hindi	0.07
l' houx	Hülse	words	C1	noun	masculine	houx	0.07
humoriste	Komiker	words	C1	noun		humoriste	0.07
improbable	unwahrscheinlich	words	C1	adjective		improbable	0.07
l' inflation	Inflation	words	C1	noun	feminine	inflation	0.07
insouciant	sorglos	words	C1	adjective		insouciant	0.07
l' instigation	Anstiftung	words	C1	noun	feminine	instigation	0.07
l' iode	Iod	words	C1	noun	masculine	iode	0.07
l' italique	Kursive	words	C1	noun	masculine	italique	0.07
las	erschöpft	phrases	C1	interjection	masculine	las	0.07
le lever	Aufgang	words	C1	noun	masculine	lever	0.07
la liqueur	Likör	words	C1	noun	feminine	liqueur	0.07
liquider	abwickeln	words	C1	verb		liquider	0.07
littoral	Meeresufer	words	C1	adjective	masculine	littoral	0.07
le lobby	Lobby	words	C1	noun	masculine	lobby	0.07
le loden	Loden	words	C1	noun	masculine	loden	0.07
la lubie	Laune	words	C1	noun	feminine	lubie	0.07
mandarin	Mandarin	words	C1	adjective	masculine	mandarin	0.07
la mansarde	Mansarde	words	C1	noun	feminine	mansarde	0.07
la mappemonde	Weltkarte	words	C1	noun	feminine	mappemonde	0.07
la marquise	Marquise	words	C1	noun	feminine	marquise	0.07
mercenaire	Söldner	words	C1	noun		mercenaire	0.07
merde	Mist	words	C1	noun		merde	0.07
miraculeux	wunderbar	words	C1	adjective		miraculeux	0.07
la misogynie	Misogynie	words	C1	noun	feminine	misogynie	0.07
moisir	schimmeln	words	C1	verb		moisir	0.07
mortellement	zutiefst	words	C1	adverb		mortellement	0.07
mou	schwammig	words	C1	noun		mou	0.07
la moue	Schippe	words	C1	noun	feminine	moue	0.07
l' oracle	Orakel	words	C1	noun	masculine	oracle	0.07
le palonnier	Zugbaum	words	C1	noun	masculine	palonnier	0.07
le penchant	Hang	words	C1	noun	masculine	penchant	0.07
la perche	Stab	words	C1	noun	feminine	perche	0.07
Pharaon	Pharao	words	C1	noun		pharaon	0.07
philippin	philippinisch	words	C1	adjective	masculine	philippin	0.07
le phonographe	Phonograph	words	C1	noun	masculine	phonographe	0.07
le phosphate	Phosphat	words	C1	noun	masculine	phosphate	0.07
le photomontage	Fotomontage	words	C1	noun	masculine	photomontage	0.07
le pilier	Säule	words	C1	noun	masculine	pilier	0.07
piquant	beißend	words	C1	noun		piquant	0.07
pleurnicher	heulen	words	C1	verb		pleurnicher	0.07
le pointeur	Zeiger	words	C1	noun	masculine	pointeur	0.07
le postillon	Postillion	words	C1	noun	masculine	postillon	0.07
primer	prämieren	words	C1	verb		primer	0.07
prodiguer	vergeuden	words	C1	verb		prodiguer	0.07
prostituer	huren	words	C1	verb		prostituer	0.07
quincaillier	Eisenhändler	words	C1	noun		quincaillier	0.07
quitte	quitt	words	C1	adjective		quitte	0.07
la ramification	Verzweigung	words	C1	noun	feminine	ramification	0.07
ratier	Rattler	words	C1	adjective	masculine	ratier	0.07
la rave	Rave	words	C1	noun	feminine	rave	0.07
religieusement	andächtig	words	C1	adverb		religieusement	0.07
le renne	Ren	words	C1	noun	masculine	renne	0.07
resserrer	adstringieren	words	C1	verb		resserrer	0.07
retrousser	schürzen	words	C1	verb		retrousser	0.07
la rosette	Rosette	words	C1	noun	feminine	rosette	0.07
roturier	Nichtadeliger	words	C1	adjective	masculine	roturier	0.07
la rouille	Rost	words	C1	noun	feminine	rouille	0.07
le routard	Rucksacktourist	words	C1	noun	masculine	routard	0.07
le salami	Salami	words	C1	noun	masculine	salami	0.07
sauvegarder	sichern	words	C1	verb		sauvegarder	0.07
la secte	Sekte	words	C1	noun	feminine	secte	0.07
sevrer	abstillen	words	C1	verb		sevrer	0.07
le sifflet	Pfiff	words	C1	noun	masculine	sifflet	0.07
souverain	Souverän	words	C1	adjective		souverain	0.07
le sphinx	Sphinx	words	C1	noun	masculine	sphinx	0.07
le strapontin	Notsitz	words	C1	noun	masculine	strapontin	0.07
la superstar	Superstar	words	C1	noun	feminine	superstar	0.07
la superstition	Aberglaube	words	C1	noun	feminine	superstition	0.07
tinter	hallen	words	C1	verb		tinter	0.07
toxique	toxisch	words	C1	noun		toxique	0.07
transir	erstarren lassen	words	C1	verb		transir	0.07
trempé	durchnässt	words	C1	noun		trempe	0.07
le trognon	Griebs	words	C1	noun	masculine	trognon	0.07
la tuile	Pfanne	words	C1	noun	feminine	tuile	0.07
uniforme	Uniform	words	C1	adjective		uniforme	0.07
le vernis	Lack	words	C1	noun	masculine	vernis	0.07
la voilette	Halbschleier	words	C1	noun	feminine	voilette	0.07
le chardon	Karde	words	C1	noun	masculine	chardon	0.06
absolu	absolut	words	C1	noun		absolu	0.06
l' accumulation	Anhäufen	words	C1	noun	feminine	accumulation	0.06
actualiser	aktualisieren	words	C1	verb		actualiser	0.06
l' administrateur	Verweser	words	C1	noun	masculine	administrateur	0.06
l' allaitement	Stillen	words	C1	noun	masculine	allaitement	0.06
l' alphabet	Abc	words	C1	noun	masculine	alphabet	0.06
anodin	schwach	words	C1	adjective		anodin	0.06
apatride	heimatlos	words	C1	adjective		apatride	0.06
applicable	anwendbar	words	C1	adjective		applicable	0.06
l' atoll	Atoll	words	C1	noun	masculine	atoll	0.06
l' avenant	Nachtrag	words	C1	noun	masculine	avenant	0.06
le barillet	Trommel	words	C1	noun	masculine	barillet	0.06
le baroque	Barock	words	C1	noun	masculine	baroque	0.06
la bestiole	Tierchen	words	C1	noun	feminine	bestiole	0.06
le biotope	Biotop	words	C1	noun	masculine	biotope	0.06
bosniaque	bosnisch	words	C1	adjective		bosniaque	0.06
le boucher	Metzger	words	C1	noun	masculine	boucher	0.06
boulonner	anschrauben	words	C1	verb		boulonner	0.06
bourguignon	bourguignon	words	C1	adjective	masculine	bourguignon	0.06
la broutille	Kleinkram	words	C1	noun	feminine	broutille	0.06
la cassation	Aufhebung	words	C1	noun	feminine	cassation	0.06
cleptomane	Kleptoman	words	C1	noun		cleptomane	0.06
la cleptomanie	Kleptomanie	words	C1	noun	feminine	cleptomanie	0.06
clope	Kippe	words	C1	noun		clope	0.06
conjoint	verbunden	words	C1	adjective	masculine	conjoint	0.06
connoter	konnotieren	words	C1	verb		connoter	0.06
le contradicteur	Gesprächsgegner	words	C1	noun	masculine	contradicteur	0.06
le copeau	Span	words	C1	noun	masculine	copeau	0.06
couchant	Abendhimmel	words	C1	adjective	masculine	couchant	0.06
cribler	sieben	words	C1	verb		cribler	0.06
devin	Wahrsager	words	C1	noun		devin	0.06
discounter	Discounter	words	C1	noun		discounter	0.06
le dolmen	Megalith	words	C1	noun	masculine	dolmen	0.06
dommageable	schädlich	words	C1	adjective		dommageable	0.06
l' embout	Ansatzstück	words	C1	noun	masculine	embout	0.06
l' emmerdement	Plage	words	C1	noun	masculine	emmerdement	0.06
l' exactitude	Genauigkeit	words	C1	noun	feminine	exactitude	0.06
exempt	frei	words	C1	adjective	masculine	exempt	0.06
l' exhibitionnisme	Exhibitionismus	words	C1	noun	masculine	exhibitionnisme	0.06
flatteur	schmeichelhaft	words	C1	adjective		flatteur	0.06
fripier	Trödler	words	C1	noun		fripier	0.06
le fumier	Mist	words	C1	noun	masculine	fumier	0.06
Genevois	Genfer	words	C1	adjective	masculine	genevois	0.06
le gothique	Gotik	words	C1	noun	masculine	gothique	0.06
le goudron	Teer	words	C1	noun	masculine	goudron	0.06
la griffure	Kratzer	words	C1	noun	feminine	griffure	0.06
l' hardiesse	Kühnheit	words	C1	noun	feminine	hardiesse	0.06
havre	Hafen	words	C1	noun		havre	0.06
hideux	gräulich	words	C1	adjective		hideux	0.06
l' Hongrois	Ungar	words	C1	noun	masculine	hongrois	0.06
l' incrustation	Bluescreen-Technik	words	C1	noun	feminine	incrustation	0.06
l' indicateur	Spitzel	words	C1	noun	masculine	indicateur	0.06
insulaire	Inselbewohner	words	C1	adjective		insulaire	0.06
islandais	islandpferd	words	C1	adjective	masculine	islandais	0.06
itou	ebenfalls	words	C1	adverb		itou	0.06
jeunet	blutjung	words	C1	adjective		jeunet	0.06
la justification	Rechtfertigung	words	C1	noun	feminine	justification	0.06
kitsch	Kitsch	words	C1	noun		kitsch	0.06
le klaxon	Hupe	words	C1	noun	masculine	klaxon	0.06
licencieux	anstößig	words	C1	adjective		licencieux	0.06
la manivelle	Kurbel	words	C1	noun	feminine	manivelle	0.06
mesquin	knapp	words	C1	adjective	masculine	mesquin	0.06
le Messin	Metzer	words	C1	noun	masculine	messin	0.06
missile	Rakete	words	C1	noun		missile	0.06
monochrome	einfarbig	words	C1	adjective		monochrome	0.06
muer	häuten	words	C1	verb		muer	0.06
multilingue	multilingual	words	C1	adjective		multilingue	0.06
le multilinguisme	Mehrsprachigkeit	words	C1	noun	masculine	multilinguisme	0.06
la mutilation	Verstümmelung	words	C1	noun	feminine	mutilation	0.06
narquois	listig	words	C1	adjective		narquois	0.06
l' ocre	Ocker	words	C1	noun	feminine	ocre	0.06
l' ombrage	Krone	words	C1	noun	masculine	ombrage	0.06
l' oscillation	Schwankung	words	C1	noun	feminine	oscillation	0.06
le paraphe	Paraphe	words	C1	noun	masculine	paraphe	0.06
la persuasion	Überzeugung	words	C1	noun	feminine	persuasion	0.06
la petitesse	Kleinheit	words	C1	noun	feminine	petitesse	0.06
pharaonique	pharaonisch	words	C1	adjective		pharaonique	0.06
pincer	kneifen	words	C1	verb		pincer	0.06
piteux	armselig	words	C1	adjective		piteux	0.06
la platitude	Plattitüde	words	C1	noun	feminine	platitude	0.06
plouc	Stoffel	words	C1	noun		plouc	0.06
le poivrier	Pfefferstreuer	words	C1	noun	masculine	poivrier	0.06
le porcelet	Ferkel	words	C1	noun	masculine	porcelet	0.06
le portant	Kleiderständer	words	C1	noun	masculine	portant	0.06
portant	wohlauf	words	C1	adjective	masculine	portant	0.06
la poussette	Buggy	words	C1	noun	feminine	poussette	0.06
profaner	profanieren	words	C1	verb		profaner	0.06
professoral	professoral	words	C1	adjective		professoral	0.06
le profiteur	Ausbeuter	words	C1	noun	masculine	profiteur	0.06
la proie	Beute	words	C1	noun	feminine	proie	0.06
prussien	preußisch	words	C1	adjective	masculine	prussien	0.06
rapetisser	verkleinern	words	C1	verb		rapetisser	0.06
le remaniement	Erneuerung	words	C1	noun	masculine	remaniement	0.06
le remplissage	Auslastung	words	C1	noun	masculine	remplissage	0.06
le retentissement	Echo	words	C1	noun	masculine	retentissement	0.06
rythmique	rhythmisch	words	C1	adjective		rythmique	0.06
saccager	plündern	words	C1	verb		saccager	0.06
stationner	parken	words	C1	verb		stationner	0.06
le suffixe	Suffix	words	C1	noun	masculine	suffixe	0.06
le tacle	Tackling	words	C1	noun	masculine	tacle	0.06
la terminologie	Terminologie	words	C1	noun	feminine	terminologie	0.06
trampoline	Trampolin	words	C1	noun		trampoline	0.06
la transgression	Verstoß	words	C1	noun	feminine	transgression	0.06
le trio	Trio	words	C1	noun	masculine	trio	0.06
le troll	Troll	words	C1	noun	masculine	troll	0.06
ultime	letzte	words	C1	adjective		ultime	0.06
l' uniformisation	Gleichmacherei	words	C1	noun	feminine	uniformisation	0.06
Vandale	Vandale	words	C1	noun		vandale	0.06
variant	Variante	words	C1	adjective		variant	0.06
voyagiste	Reiseveranstalter	words	C1	noun		voyagiste	0.06
troglodyte	Troglodyt	words	C1	noun		troglodyte	0.06
vermeil	hochrot	words	C1	adjective		vermeil	0.06
l' acrobatie	Akrobatik	words	C1	noun	feminine	acrobatie	0.06
l' agoraphobie	Platzangst	words	C1	noun	feminine	agoraphobie	0.06
l' aimant	Magnet	words	C1	noun	masculine	aimant	0.06
l' alignement	Zeile	words	C1	noun	masculine	alignement	0.06
ambulancier	Rettungshelfer	words	C1	adjective	masculine	ambulancier	0.06
amollir	erweichen	words	C1	verb		amollir	0.06
l' apparat	Pomp	words	C1	noun	masculine	apparat	0.06
attirant	anziehend	words	C1	adjective		attirant	0.06
l' attroupement	Menschenauflauf	words	C1	noun	masculine	attroupement	0.06
la barquette	Kahn	words	C1	noun	feminine	barquette	0.06
la bobine	Rolle	words	C1	noun	feminine	bobine	0.06
bougon	unwirsch	words	C1	noun		bougon	0.06
le buste	Büste	words	C1	noun	masculine	buste	0.06
le cafard	Schabe	words	C1	noun	masculine	cafard	0.06
la carapace	Panzer	words	C1	noun	feminine	carapace	0.06
le chameau	Kamel	words	C1	noun	masculine	chameau	0.06
le clairon	Hornist	words	C1	noun	masculine	clairon	0.06
la claustrophobie	Raumangst	words	C1	noun	feminine	claustrophobie	0.06
le concubin	Lebenspartner	words	C1	noun	masculine	concubin	0.06
conjoindre	binden	words	C1	verb		conjoindre	0.06
cordialement	herzlich	words	C1	adverb		cordialement	0.06
costaud	solid	words	C1	adjective		costaud	0.06
la courante	Courante	words	C1	noun	feminine	courante	0.06
la didactique	Didaktik	words	C1	noun	feminine	didactique	0.06
diplomate	Diplomat	words	C1	noun		diplomate	0.06
la duperie	Betrug	words	C1	noun	feminine	duperie	0.06
l' enfilade	Enfilade	words	C1	noun	feminine	enfilade	0.06
entraider	einanderhelfen	words	C1	verb		entraider	0.06
l' exposant	Exponent	words	C1	noun	masculine	exposant	0.06
fauter	irren	words	C1	verb		fauter	0.06
le flambeau	Fackel	words	C1	noun	masculine	flambeau	0.06
fourbu	abgetragen	words	C1	adjective		fourbu	0.06
le graveur	Graveur	words	C1	noun	masculine	graveur	0.06
griser	ergrauen	words	C1	verb		griser	0.06
le guidon	Korn	words	C1	noun	masculine	guidon	0.06
l' homard	Hummer	words	C1	noun	masculine	homard	0.06
l' implant	Implantat	words	C1	noun	masculine	implant	0.06
inextinguible	unstillbar	words	C1	adjective		inextinguible	0.06
inlassablement	unermüdlich	words	C1	adverb		inlassablement	0.06
insoluble	unlösbar	words	C1	noun		insoluble	0.06
le kilogramme	Kilogramm	words	C1	noun	masculine	kilogramme	0.06
le leitmotiv	Leitmotiv	words	C1	noun	masculine	leitmotiv	0.06
la liesse	Freude	words	C1	noun	feminine	liesse	0.06
la luzerne	Alfalfa	words	C1	noun	feminine	luzerne	0.06
major	Major	words	C1	adjective		major	0.06
la massification	Vermassung	words	C1	noun	feminine	massification	0.06
nominatif	namentlich	words	C1	adjective		nominatif	0.06
paysagiste	Landschaftsgärtner	words	C1	noun		paysagiste	0.06
perdant	Verlierer	words	C1	adjective	masculine	perdant	0.06
le perroquet	Papagei	words	C1	noun	masculine	perroquet	0.06
perspicace	scharfsinnig	words	C1	adjective		perspicace	0.06
la primeur	Neuheit	words	C1	noun	feminine	primeur	0.06
la privation	Manko	words	C1	noun	feminine	privation	0.06
profane	Laie	words	C1	noun		profane	0.06
la propagande	Propaganda	words	C1	noun	feminine	propagande	0.06
la psychophysiologie	Psychophysiologie	words	C1	noun	feminine	psychophysiologie	0.06
quadriller	würfeln	words	C1	verb		quadriller	0.06
le quidam	N. N	words	C1	noun	masculine	quidam	0.06
radin	geizig	words	C1	adjective	masculine	radin	0.06
le rectangle	Rechteck	words	C1	noun	masculine	rectangle	0.06
la syncope	Synkope	words	C1	noun	feminine	syncope	0.06
le syndic	Bürgermeister	words	C1	noun	masculine	syndic	0.06
la toponymie	Toponymie	words	C1	noun	feminine	toponymie	0.06
touchant	anrührend	words	C1	preposition		touchant	0.06
le toupet	Chuzpe	words	C1	noun	masculine	toupet	0.06
transnational	grenzüberschreitend	words	C1	adjective	masculine	transnational	0.06
trapu	untersetzt	words	C1	adjective		trapu	0.06
l' ultrason	Ultraschall	words	C1	noun	masculine	ultrason	0.06
l' urbanisation	Urbanisation	words	C1	noun	feminine	urbanisation	0.06
urbaniste	Stadtplaner	words	C1	noun		urbaniste	0.06
usager	Nutzer	words	C1	adjective		usager	0.06
toc	tok-tok	phrases	C1	interjection		toc	0.06
accabler	belasten	words	C1	verb		accabler	0.06
l' Andalou	Andalusier	words	C1	noun	masculine	andalou	0.06
auxiliaire	Bei	words	C1	noun		auxiliaire	0.06
Basque	Baske	words	C1	noun		basque	0.06
le bivouac	Biwak	words	C1	noun	masculine	bivouac	0.06
le brio	Schwung	words	C1	noun	masculine	brio	0.06
le confiseur	Konditor	words	C1	noun	masculine	confiseur	0.06
le corsage	Mieder	words	C1	noun	masculine	corsage	0.06
le deuil	Trauer	words	C1	noun	masculine	deuil	0.06
la donne	Geben	words	C1	noun	feminine	donne	0.06
ensorceler	bezaubern	words	C1	verb		ensorceler	0.06
fiancer	verloben	words	C1	verb		fiancer	0.06
le galon	Borte	words	C1	noun	masculine	galon	0.06
l' harpon	Harpune	words	C1	noun	masculine	harpon	0.06
le jupon	Unterrock	words	C1	noun	masculine	jupon	0.06
landais	landais pony	words	C1	adjective	masculine	landais	0.06
las	müde	words	C1	adjective	masculine	las	0.06
la mandoline	Mandoline	words	C1	noun	feminine	mandoline	0.06
natter	winden	words	C1	verb		natter	0.06
l' once	Unze	words	C1	noun	feminine	once	0.06
le pinson	Fink	words	C1	noun	masculine	pinson	0.06
pittoresque	malerisch	words	C1	noun		pittoresque	0.06
pointilleux	minutiös	words	C1	adjective		pointilleux	0.06
la pouliche	Stutenfohlen	words	C1	noun	feminine	pouliche	0.06
le rami	Rommé	words	C1	noun	masculine	rami	0.06
le sabre	Säbel	words	C1	noun	masculine	sabre	0.06
la symphonie	Sinfonie	words	C1	noun	feminine	symphonie	0.06
la trousse	Mappe	words	C1	noun	feminine	trousse	0.06
cornique	Kornisch	words	C1	adjective	masculine	cornique	0.06
caramel	Karamell	words	C1	adjective	masculine	caramel	0.06
cocher	abhaken	words	C1	verb		cocher	0.06
accoter	lehnen	words	C1	verb		accoter	0.05
altier	stolz	words	C1	adjective		altier	0.05
ambivalent	gespalten	words	C1	adjective	masculine	ambivalent	0.05
l' amont	Höhe	words	C1	noun	masculine	amont	0.05
l' apaisement	Beruhigung	words	C1	noun	masculine	apaisement	0.05
arboricole	arboricol	words	C1	adjective		arboricole	0.05
l' armement	Bewaffnung	words	C1	noun	masculine	armement	0.05
l' Aurore	Eos	words	C1	noun	feminine	aurore	0.05
le baluchon	Bündel	words	C1	noun	masculine	baluchon	0.05
le bienfaiteur	Wohltäter	words	C1	noun	masculine	bienfaiteur	0.05
bonnement	gutgläubig	words	C1	adverb		bonnement	0.05
la botanique	Botanik	words	C1	noun	feminine	botanique	0.05
bouddhiste	buddhistisch	words	C1	adjective		bouddhiste	0.05
le branle	Reigen	words	C1	noun	masculine	branle	0.05
la carabine	Karabiner	words	C1	noun	feminine	carabine	0.05
cartonner	zensieren	words	C1	verb		cartonner	0.05
le changeur	Wechsler	words	C1	noun	masculine	changeur	0.05
le cocon	Kokon	words	C1	noun	masculine	cocon	0.05
configurer	konfigurieren	words	C1	verb		configurer	0.05
la coterie	Klüngel	words	C1	noun	feminine	coterie	0.05
le couronnement	Krönung	words	C1	noun	masculine	couronnement	0.05
cuisant	hart	words	C1	adjective		cuisant	0.05
dicter	diktieren	words	C1	verb		dicter	0.05
endiguer	begrenzen	words	C1	verb		endiguer	0.05
l' estrade	Podest	words	C1	noun	feminine	estrade	0.05
excessivement	exzessiv	words	C1	adverb		excessivement	0.05
exsangue	blutleer	words	C1	adjective		exsangue	0.05
le financier	Finanzier	words	C1	noun	masculine	financier	0.05
glaner	nachlesen	words	C1	verb		glaner	0.05
le gobelet	Becher	words	C1	noun	masculine	gobelet	0.05
insuffisamment	unzulänglich	words	C1	adverb		insuffisamment	0.05
iranien	iranisch	words	C1	adjective		iranien	0.05
long	lang	words	C1	adverb		long	0.05
Lorrain	Lothringer	words	C1	adjective	masculine	lorrain	0.05
la lunette	Fernrohr	words	C1	noun	feminine	lunette	0.05
la maisonnette	Häuschen	words	C1	noun	feminine	maisonnette	0.05
le majeur	Mittelfinger	words	C1	noun	masculine	majeur	0.05
le marqueur	Markierer	words	C1	noun	masculine	marqueur	0.05
mendier	betteln	words	C1	verb		mendier	0.05
le minet	Mieze	words	C1	noun	masculine	minet	0.05
mollet	Wade	words	C1	adjective	masculine	mollet	0.05
la momie	Mumie	words	C1	noun	feminine	momie	0.05
la Mongolie	Mongolei	words	C1	noun	feminine	mongolie	0.05
mutuellement	gegenseitig	words	C1	adverb		mutuellement	0.05
naturaliser	einbürgern	words	C1	verb		naturaliser	0.05
neigeux	verschneit	words	C1	adjective		neigeux	0.05
la nicotine	Nicotin	words	C1	noun	feminine	nicotine	0.05
le nourrisson	Säugling	words	C1	noun	masculine	nourrisson	0.05
l' orphelinat	Kinderheim	words	C1	noun	masculine	orphelinat	0.05
le paletot	Mantel	words	C1	noun	masculine	paletot	0.05
le peuplement	Bestand	words	C1	noun	masculine	peuplement	0.05
le piment	Chili	words	C1	noun	masculine	piment	0.05
le plaidoyer	Plädoyer	words	C1	noun	masculine	plaidoyer	0.05
la plie	Scholle	words	C1	noun	feminine	plie	0.05
la pneumatique	Pneumatik	words	C1	noun	feminine	pneumatique	0.05
pneumologue	Pneumologe	words	C1	noun		pneumologue	0.05
la raideur	Hast	words	C1	noun	feminine	raideur	0.05
le rameur	Ruderer	words	C1	noun	masculine	rameur	0.05
rebuter	entsorgen	words	C1	verb		rebuter	0.05
roter	rülpsen	words	C1	verb		roter	0.05
sus	achtgeben	words	C1	adverb		sus	0.05
suspecter	argwöhnen	words	C1	verb		suspecter	0.05
taciturne	wortkarg	words	C1	adjective		taciturne	0.05
la taverne	Taverne	words	C1	noun	feminine	taverne	0.05
textuel	textuell	words	C1	adjective		textuel	0.05
Thuringien	Thüringer	words	C1	adjective	masculine	thuringien	0.05
le tubercule	Knolle	words	C1	noun	masculine	tubercule	0.05
le ventilateur	Lüfter	words	C1	noun	masculine	ventilateur	0.05
la verrerie	Glashütte	words	C1	noun	feminine	verrerie	0.05
vierge	jungfräulich	words	C1	adjective		vierge	0.05
bât	Packsattel	words	C1	noun		bat	0.05
chaud	heiß	words	C1	noun		chaud	0.05
dame	Königin	phrases	C1	interjection	feminine	dame	0.05
jaunir	gilben	words	C1	verb		jaunir	0.05
manque	Fehler	words	C1	adjective	masculine	manque	0.05
moissonneur	Erntearbeiter	words	C1	adjective	masculine	moissonneur	0.05
le renvoi	Retoure	words	C1	noun	masculine	renvoi	0.05
le roulé	Strudel	words	C1	noun	masculine	roule	0.05
ailleurs	Ort	words	C1	noun		ailleurs	0.05
antarctique	südpolar	words	C1	adjective		antarctique	0.05
bavarois	bayrisch	words	C1	adjective		bavarois	0.05
le bobsleigh	Bobsport	words	C1	noun	masculine	bobsleigh	0.05
le capot	Haube	words	C1	noun	masculine	capot	0.05
le cartel	Kartell	words	C1	noun	masculine	cartel	0.05
le charter	Charterflug	words	C1	noun	masculine	charter	0.05
le chaudron	Kessel	words	C1	noun	masculine	chaudron	0.05
le chevrier	Ziegenhirte	words	C1	noun	masculine	chevrier	0.05
cocorico	kikeriki	words	C1	noun		cocorico	0.05
combattant	Streiter	words	C1	adjective	masculine	combattant	0.05
la combe	Schlucht	words	C1	noun	feminine	combe	0.05
la conjonction	Bindewort	words	C1	noun	feminine	conjonction	0.05
la consolidation	Verfestigung	words	C1	noun	feminine	consolidation	0.05
cruellement	grausam	words	C1	adverb		cruellement	0.05
le denim	Denim	words	C1	noun	masculine	denim	0.05
le descendeur	Abfahrer	words	C1	noun	masculine	descendeur	0.05
fanatique	fanatisch	words	C1	adjective		fanatique	0.05
filtrer	filtern	words	C1	verb		filtrer	0.05
le fondant	Fondant	words	C1	noun	masculine	fondant	0.05
la frayeur	Angst	words	C1	noun	feminine	frayeur	0.05
le gourou	Guru	words	C1	noun	masculine	gourou	0.05
gronder	brummen	words	C1	verb		gronder	0.05
guillotiner	guillotinieren	words	C1	verb		guillotiner	0.05
l' habillement	Anziehen	words	C1	noun	masculine	habillement	0.05
l' hydraulicien	Hydrauliker	words	C1	noun	masculine	hydraulicien	0.05
l' hydraulique	Hydraulik	words	C1	noun	feminine	hydraulique	0.05
impoli	barsch	words	C1	adjective		impoli	0.05
incident	zufällig	words	C1	adjective	masculine	incident	0.05
l' interjection	Interjektion	words	C1	noun	feminine	interjection	0.05
interpoler	interpolieren	words	C1	verb		interpoler	0.05
la jacquerie	Bauernkrieg	words	C1	noun	feminine	jacquerie	0.05
Luxembourgeois	Luxemburger	words	C1	adjective	masculine	luxembourgeois	0.05
le microbe	Mikrobe	words	C1	noun	masculine	microbe	0.05
millionnaire	Millionär	words	C1	noun		millionnaire	0.05
le nationalisme	Nationalismus	words	C1	noun	masculine	nationalisme	0.05
l' obscurantisme	Obskurantismus	words	C1	noun	masculine	obscurantisme	0.05
le paparazzi	Paparazza	words	C1	noun	masculine	paparazzi	0.05
pataud	Tollpatsch	words	C1	adjective	masculine	pataud	0.05
le protoxyde	Oxydul	words	C1	noun	masculine	protoxyde	0.05
psalmodier	psalmodieren	words	C1	verb		psalmodier	0.05
